miRNA	Gene	Score
hsa-miR-99a-5p	FGF22	0.0
hsa-miR-196a-5p	FGF22	0.0
hsa-miR-196a-5p	AMBP	0.093
hsa-miR-4743-5p	FGF22	0.0
hsa-miR-4743-5p	AMBP	0.17
hsa-miR-4723-3p	FGF22	0.571
hsa-miR-4723-3p	AMBP	0.349
hsa-miR-6763-5p	FGF22	1.079
hsa-miR-6763-5p	AMBP	0.861
hsa-miR-6809-5p	FGF22	0.0
hsa-miR-6809-5p	AMBP	0.0
hsa-miR-890	AMBP	0.0
hsa-miR-890	FGF22	0.082
hsa-miR-4667-3p	AMBP	0.274
hsa-miR-4667-3p	FGF22	0.712
hsa-miR-1247-5p	FGF22	0.261
hsa-miR-1247-5p	AMBP	0.102
hsa-miR-6512-5p	FGF22	0.0
hsa-miR-6512-5p	AMBP	0.35
hsa-miR-3613-3p	FGF22	0.0
hsa-miR-3613-3p	AMBP	0.0
hsa-miR-548a-5p	AMBP	0.0
hsa-miR-548a-5p	FGF22	0.0
hsa-miR-1180-5p	AMBP	0.248
hsa-miR-1180-5p	FGF22	0.609
hsa-miR-526b-3p	FGF22	0.0
hsa-miR-526b-3p	AMBP	0.0
hsa-miR-4669	AMBP	0.0
hsa-miR-4669	FGF22	0.0
hsa-miR-497-5p	AMBP	0.0
hsa-miR-497-5p	FGF22	0.0
hsa-miR-4426	AMBP	0.0
hsa-miR-4426	FGF22	0.0
hsa-miR-3976	AMBP	0.028
hsa-miR-3196	FGF22	0.793
hsa-miR-3196	AMBP	0.292
hsa-miR-1273g-5p	AMBP	0.099
hsa-miR-1273g-5p	FGF22	0.0
hsa-miR-6840-5p	FGF22	0.0
hsa-miR-6840-5p	AMBP	0.0
hsa-miR-6889-5p	AMBP	0.093
hsa-miR-6889-5p	FGF22	0.019
hsa-miR-642b-3p	AMBP	0.025
hsa-miR-642b-3p	FGF22	0.201
hsa-miR-363-3p	FGF22	0.0
hsa-miR-363-3p	AMBP	0.0
hsa-miR-3620-3p	FGF22	0.387
hsa-miR-3620-3p	AMBP	0.278
hsa-miR-4265	AMBP	0.273
hsa-miR-4265	FGF22	0.679
hsa-miR-6869-5p	FGF22	0.0
hsa-miR-6869-5p	AMBP	0.0
hsa-miR-3154	FGF22	0.291
hsa-miR-3154	AMBP	0.0
hsa-miR-4685-5p	FGF22	0.0
hsa-miR-4685-5p	AMBP	0.0
hsa-miR-6853-3p	AMBP	0.011
hsa-miR-6853-3p	FGF22	0.0
hsa-miR-3978	AMBP	0.0
hsa-miR-3978	FGF22	0.0
hsa-miR-493-5p	AMBP	0.0
hsa-miR-493-5p	FGF22	0.0
hsa-miR-5683	AMBP	0.0
hsa-miR-5683	FGF22	0.0
hsa-miR-629-5p	FGF22	0.708
hsa-miR-629-5p	AMBP	0.207
hsa-miR-4675	AMBP	0.254
hsa-miR-4675	FGF22	0.314
hsa-miR-6776-3p	AMBP	0.0
hsa-miR-6776-3p	FGF22	0.0
hsa-miR-4423-5p	AMBP	0.0
hsa-miR-4423-5p	FGF22	0.0
hsa-miR-5009-5p	FGF22	0.171
hsa-miR-5009-5p	AMBP	0.0
hsa-miR-6780b-3p	AMBP	0.729
hsa-miR-6780b-3p	FGF22	0.682
hsa-miR-655-3p	AMBP	0.0
hsa-miR-655-3p	FGF22	0.0
hsa-miR-181d-5p	FGF22	0.0
hsa-miR-181d-5p	AMBP	0.0
hsa-miR-4443	AMBP	0.741
hsa-miR-4443	FGF22	1.216
hsa-miR-4528	FGF22	0.0
hsa-miR-4528	AMBP	0.002
hsa-miR-2116-3p	FGF22	0.442
hsa-miR-2116-3p	AMBP	0.378
hsa-miR-6895-5p	AMBP	0.0
hsa-miR-6895-5p	FGF22	0.631
hsa-miR-22-5p	FGF22	0.0
hsa-miR-22-5p	AMBP	0.007
hsa-miR-3190-3p	FGF22	0.026
hsa-miR-3190-3p	AMBP	0.0
hsa-miR-548m	AMBP	0.0
hsa-miR-548m	FGF22	0.0
hsa-miR-18b-3p	FGF22	0.003
hsa-miR-18b-3p	AMBP	0.114
hsa-miR-28-5p	FGF22	0.0
hsa-miR-28-5p	AMBP	0.0
hsa-miR-6070	FGF22	0.623
hsa-miR-6070	AMBP	0.219
hsa-miR-323a-3p	FGF22	0.098
hsa-miR-323a-3p	AMBP	0.0
hsa-miR-8068	FGF22	0.62
hsa-miR-8068	AMBP	0.0
hsa-miR-3173-3p	AMBP	0.008
hsa-miR-3173-3p	FGF22	0.324
hsa-miR-6861-5p	FGF22	0.543
hsa-miR-6861-5p	AMBP	0.0
hsa-miR-6767-5p	AMBP	0.0
hsa-miR-6767-5p	FGF22	0.0
hsa-miR-8061	AMBP	0.0
hsa-miR-8061	FGF22	0.0
hsa-miR-519c-3p	FGF22	0.0
hsa-miR-519c-3p	AMBP	0.0
hsa-miR-6785-3p	FGF22	0.203
hsa-miR-6785-3p	AMBP	0.0
hsa-miR-129-5p	AMBP	0.233
hsa-miR-129-5p	FGF22	0.246
hsa-miR-1295b-3p	FGF22	0.0
hsa-miR-1295b-3p	AMBP	0.0
hsa-miR-4733-5p	AMBP	0.0
hsa-miR-4733-5p	FGF22	0.0
hsa-miR-7159-3p	AMBP	0.0
hsa-miR-7159-3p	FGF22	0.0
hsa-miR-3136-3p	AMBP	0.0
hsa-miR-3136-3p	FGF22	0.0
hsa-miR-658	AMBP	0.0
hsa-miR-658	FGF22	0.0
hsa-miR-182-5p	AMBP	0.0
hsa-miR-182-5p	FGF22	0.0
hsa-miR-548ak	AMBP	0.0
hsa-miR-548ak	FGF22	0.0
hsa-miR-5588-5p	AMBP	0.133
hsa-miR-5588-5p	FGF22	0.814
hsa-miR-3143	AMBP	0.0
hsa-miR-3143	FGF22	0.0
hsa-miR-504-5p	AMBP	0.0
hsa-miR-504-5p	FGF22	0.0
hsa-miR-411-3p	AMBP	0.0
hsa-miR-411-3p	FGF22	0.0
hsa-miR-4439	FGF22	0.0
hsa-miR-4439	AMBP	0.0
hsa-miR-7111-3p	FGF22	0.303
hsa-miR-7111-3p	AMBP	0.54
hsa-miR-6727-5p	FGF22	0.222
hsa-miR-6727-5p	AMBP	0.0
hsa-miR-514a-3p	AMBP	0.0
hsa-miR-514a-3p	FGF22	0.0
hsa-miR-4672	FGF22	0.0
hsa-miR-4672	AMBP	0.0
hsa-miR-4714-3p	FGF22	0.0
hsa-miR-4714-3p	AMBP	0.0
hsa-miR-4753-3p	FGF22	0.0
hsa-miR-4753-3p	AMBP	0.0
hsa-miR-1825	AMBP	1.164
hsa-miR-1825	FGF22	1.054
hsa-miR-3925-5p	FGF22	0.0
hsa-miR-3925-5p	AMBP	0.0
hsa-miR-132-5p	AMBP	0.0
hsa-miR-132-5p	FGF22	0.0
hsa-miR-6509-5p	FGF22	0.0
hsa-miR-6509-5p	AMBP	0.0
hsa-miR-4699-5p	AMBP	0.0
hsa-miR-4699-5p	FGF22	0.0
hsa-miR-5787	FGF22	0.82
hsa-miR-5787	AMBP	0.097
hsa-miR-1909-3p	FGF22	0.207
hsa-miR-1909-3p	AMBP	0.453
hsa-miR-30c-5p	FGF22	0.0
hsa-miR-30c-5p	AMBP	0.0
hsa-miR-455-5p	AMBP	0.0
hsa-miR-455-5p	FGF22	0.0
hsa-miR-4761-3p	FGF22	0.848
hsa-miR-4761-3p	AMBP	0.0
hsa-miR-4760-3p	FGF22	0.0
hsa-miR-5585-3p	AMBP	0.0
hsa-miR-5585-3p	FGF22	0.0
hsa-miR-6893-3p	AMBP	0.296
hsa-miR-6893-3p	FGF22	0.342
hsa-miR-6889-3p	AMBP	0.444
hsa-miR-6889-3p	FGF22	0.722
hsa-miR-1911-3p	FGF22	0.174
hsa-miR-1911-3p	AMBP	0.403
hsa-miR-195-3p	AMBP	0.0
hsa-miR-195-3p	FGF22	0.0
hsa-miR-1303	AMBP	0.135
hsa-miR-1303	FGF22	0.0
hsa-miR-5589-3p	AMBP	0.0
hsa-miR-5589-3p	FGF22	0.109
hsa-miR-4649-3p	AMBP	0.0
hsa-miR-4649-3p	FGF22	0.515
hsa-miR-548aj-5p	AMBP	0.0
hsa-miR-548aj-5p	FGF22	0.0
hsa-miR-4747-3p	FGF22	0.321
hsa-miR-4747-3p	AMBP	0.0
hsa-miR-7161-3p	AMBP	0.157
hsa-miR-7161-3p	FGF22	0.272
hsa-miR-1295a	FGF22	0.0
hsa-miR-1295a	AMBP	0.0
hsa-miR-376b-5p	AMBP	0.0
hsa-miR-376b-5p	FGF22	0.0
hsa-miR-4637	FGF22	0.0
hsa-miR-4637	AMBP	0.0
hsa-miR-6800-5p	FGF22	0.0
hsa-miR-6800-5p	AMBP	0.122
hsa-miR-506-5p	FGF22	0.0
hsa-miR-506-5p	AMBP	0.0
hsa-miR-1182	AMBP	0.0
hsa-miR-1182	FGF22	0.0
hsa-miR-653-3p	AMBP	0.18
hsa-miR-653-3p	FGF22	0.193
hsa-miR-6871-3p	AMBP	0.049
hsa-miR-6871-3p	FGF22	0.0
hsa-miR-299-5p	AMBP	0.0
hsa-miR-299-5p	FGF22	0.247
hsa-miR-6803-5p	FGF22	0.4
hsa-miR-6803-5p	AMBP	0.13
hsa-miR-548p	AMBP	0.0
hsa-miR-548p	FGF22	0.0
hsa-miR-4470	AMBP	0.0
hsa-miR-4470	FGF22	0.0
hsa-miR-6788-5p	AMBP	0.0
hsa-miR-6788-5p	FGF22	0.369
hsa-miR-1203	AMBP	0.077
hsa-miR-1203	FGF22	0.048
hsa-miR-3137	AMBP	0.0
hsa-miR-3137	FGF22	0.0
hsa-miR-615-3p	AMBP	0.073
hsa-miR-615-3p	FGF22	0.187
hsa-miR-1185-2-3p	AMBP	0.0
hsa-miR-1185-2-3p	FGF22	0.0
hsa-miR-5691	AMBP	0.0
hsa-miR-5691	FGF22	0.0
hsa-miR-6776-5p	AMBP	0.197
hsa-miR-6776-5p	FGF22	0.538
hsa-miR-524-5p	AMBP	0.0
hsa-miR-524-5p	FGF22	0.052
hsa-miR-3685	FGF22	0.0
hsa-miR-3685	AMBP	0.0
hsa-miR-7977	FGF22	0.998
hsa-miR-7977	AMBP	0.0
hsa-miR-4787-5p	FGF22	0.261
hsa-miR-4787-5p	AMBP	0.117
hsa-miR-519d-3p	FGF22	0.0
hsa-miR-519d-3p	AMBP	0.0
hsa-miR-449c-3p	FGF22	0.0
hsa-miR-449c-3p	AMBP	0.0
hsa-miR-5581-3p	AMBP	0.24
hsa-miR-5581-3p	FGF22	0.63
hsa-miR-10b-3p	FGF22	0.0
hsa-miR-10b-3p	AMBP	0.0
hsa-miR-454-5p	FGF22	0.0
hsa-miR-454-5p	AMBP	0.0
hsa-miR-548ay-3p	AMBP	0.0
hsa-miR-548ay-3p	FGF22	0.0
hsa-miR-5579-3p	AMBP	0.0
hsa-miR-5579-3p	FGF22	0.0
hsa-miR-4451	FGF22	0.516
hsa-miR-4451	AMBP	0.267
hsa-miR-5100	FGF22	0.141
hsa-miR-5100	AMBP	0.082
hsa-miR-1273e	AMBP	0.0
hsa-miR-1273e	FGF22	0.0
hsa-miR-337-3p	AMBP	0.044
hsa-miR-337-3p	FGF22	0.086
hsa-miR-92a-3p	FGF22	0.0
hsa-miR-92a-3p	AMBP	0.0
hsa-miR-6852-5p	FGF22	1.02
hsa-miR-6852-5p	AMBP	1.131
hsa-miR-4763-3p	AMBP	0.0
hsa-miR-4763-3p	FGF22	0.0
hsa-miR-302f	AMBP	0.0
hsa-miR-302f	FGF22	0.0
hsa-miR-660-5p	AMBP	0.0
hsa-miR-660-5p	FGF22	0.369
hsa-miR-548i	AMBP	0.0
hsa-miR-548i	FGF22	0.0
hsa-miR-6089	FGF22	0.085
hsa-miR-6089	AMBP	0.0
hsa-miR-520a-5p	AMBP	0.0
hsa-miR-520a-5p	FGF22	0.0
hsa-miR-4533	AMBP	0.064
hsa-miR-4533	FGF22	0.105
hsa-miR-7153-5p	AMBP	0.0
hsa-miR-7153-5p	FGF22	0.0
hsa-miR-151a-3p	FGF22	0.0
hsa-miR-151a-3p	AMBP	0.0
hsa-miR-3155b	FGF22	0.582
hsa-miR-3155b	AMBP	1.06
hsa-miR-3941	FGF22	0.0
hsa-miR-3941	AMBP	0.0
hsa-miR-200c-5p	AMBP	0.0
hsa-miR-200c-5p	FGF22	0.0
hsa-miR-1178-5p	FGF22	0.802
hsa-miR-1178-5p	AMBP	0.552
hsa-miR-26b-3p	AMBP	0.381
hsa-miR-26b-3p	FGF22	0.339
hsa-miR-8077	AMBP	0.0
hsa-miR-8077	FGF22	0.0
hsa-miR-1468-5p	AMBP	0.109
hsa-miR-1468-5p	FGF22	0.327
hsa-miR-6715b-5p	AMBP	0.0
hsa-miR-6715b-5p	FGF22	0.397
hsa-miR-523-5p	AMBP	0.0
hsa-miR-523-5p	FGF22	0.0
hsa-miR-6794-3p	FGF22	0.843
hsa-miR-6794-3p	AMBP	1.008
hsa-miR-4796-3p	AMBP	0.0
hsa-miR-4796-3p	FGF22	0.0
hsa-miR-4262	AMBP	0.08
hsa-miR-4262	FGF22	1.991
hsa-miR-582-3p	FGF22	0.222
hsa-miR-582-3p	AMBP	0.0
hsa-miR-106b-3p	AMBP	0.0
hsa-miR-106b-3p	FGF22	0.282
hsa-miR-6854-3p	FGF22	0.106
hsa-miR-6854-3p	AMBP	0.0
hsa-miR-5571-5p	FGF22	0.198
hsa-miR-5571-5p	AMBP	0.336
hsa-miR-3148	AMBP	0.0
hsa-miR-3148	FGF22	0.021
hsa-miR-433-5p	AMBP	0.0
hsa-miR-433-5p	FGF22	0.0
hsa-miR-1269b	AMBP	0.0
hsa-miR-1269b	FGF22	0.634
hsa-miR-4762-3p	AMBP	0.0
hsa-miR-4762-3p	FGF22	0.0
hsa-miR-942-5p	AMBP	0.356
hsa-miR-942-5p	FGF22	0.437
hsa-miR-4324	FGF22	0.338
hsa-miR-4324	AMBP	0.0
hsa-miR-129-2-3p	FGF22	0.0
hsa-miR-129-2-3p	AMBP	0.0
hsa-miR-6739-3p	FGF22	0.24
hsa-miR-6739-3p	AMBP	0.0
hsa-miR-3177-5p	AMBP	0.0
hsa-miR-3177-5p	FGF22	0.0
hsa-miR-4492	AMBP	0.648
hsa-miR-4492	FGF22	0.793
hsa-miR-4779	FGF22	0.451
hsa-miR-4779	AMBP	0.206
hsa-miR-3126-3p	AMBP	0.033
hsa-miR-3126-3p	FGF22	0.258
hsa-miR-6760-5p	AMBP	0.043
hsa-miR-6760-5p	FGF22	0.312
hsa-miR-5001-3p	FGF22	0.454
hsa-miR-5001-3p	AMBP	0.294
hsa-miR-3145-3p	AMBP	0.042
hsa-miR-3145-3p	FGF22	0.0
hsa-miR-7109-3p	AMBP	0.0
hsa-miR-7109-3p	FGF22	0.0
hsa-miR-4670-5p	AMBP	0.0
hsa-miR-4670-5p	FGF22	0.0
hsa-miR-98-5p	FGF22	0.0
hsa-miR-98-5p	AMBP	0.0
hsa-miR-6827-5p	FGF22	0.0
hsa-miR-6827-5p	AMBP	0.0
hsa-miR-29a-3p	FGF22	0.0
hsa-miR-29a-3p	AMBP	0.0
hsa-miR-7113-3p	FGF22	0.0
hsa-miR-7113-3p	AMBP	0.0
hsa-miR-362-5p	FGF22	0.0
hsa-miR-362-5p	AMBP	0.0
hsa-miR-1286	AMBP	0.0
hsa-miR-1286	FGF22	0.234
hsa-miR-505-3p	AMBP	0.0
hsa-miR-505-3p	FGF22	0.0
hsa-miR-3675-5p	FGF22	0.0
hsa-miR-3675-5p	AMBP	0.0
hsa-miR-7855-5p	AMBP	0.0
hsa-miR-7855-5p	FGF22	0.0
hsa-miR-15a-5p	FGF22	0.0
hsa-miR-15a-5p	AMBP	0.0
hsa-miR-548as-5p	AMBP	0.0
hsa-miR-548as-5p	FGF22	0.0
hsa-miR-642b-5p	FGF22	0.283
hsa-miR-642b-5p	AMBP	0.0
hsa-miR-619-3p	AMBP	0.0
hsa-miR-619-3p	FGF22	0.0
hsa-miR-550a-3-5p	AMBP	1.303
hsa-miR-550a-3-5p	FGF22	0.232
hsa-miR-3622b-5p	FGF22	0.661
hsa-miR-3622b-5p	AMBP	0.283
hsa-miR-6777-5p	FGF22	0.513
hsa-miR-6777-5p	AMBP	0.0
hsa-miR-1273a	AMBP	0.0
hsa-miR-1273a	FGF22	0.0
hsa-miR-302d-5p	AMBP	0.0
hsa-miR-302d-5p	FGF22	0.0
hsa-miR-147a	FGF22	0.32
hsa-miR-147a	AMBP	0.216
hsa-miR-432-5p	FGF22	0.0
hsa-miR-432-5p	AMBP	0.021
hsa-miR-204-3p	FGF22	0.039
hsa-miR-204-3p	AMBP	0.15
hsa-miR-3663-3p	FGF22	0.0
hsa-miR-3663-3p	AMBP	0.0
hsa-miR-5093	FGF22	0.0
hsa-miR-5093	AMBP	0.0
hsa-miR-1913	AMBP	0.491
hsa-miR-1913	FGF22	0.387
hsa-miR-4529-5p	AMBP	0.0
hsa-miR-4529-5p	FGF22	0.0
hsa-miR-4666b	AMBP	0.0
hsa-miR-4666b	FGF22	0.181
hsa-miR-6886-5p	FGF22	0.0
hsa-miR-6886-5p	AMBP	0.0
hsa-miR-4309	FGF22	0.539
hsa-miR-4309	AMBP	0.0
hsa-miR-3184-5p	FGF22	0.0
hsa-miR-3184-5p	AMBP	0.0
hsa-miR-4633-5p	FGF22	0.416
hsa-miR-4633-5p	AMBP	0.316
hsa-miR-4290	FGF22	1.105
hsa-miR-4290	AMBP	0.58
hsa-miR-345-3p	FGF22	0.073
hsa-miR-345-3p	AMBP	0.0
hsa-miR-3176	AMBP	0.408
hsa-miR-3176	FGF22	0.326
hsa-miR-6824-3p	AMBP	0.271
hsa-miR-6824-3p	FGF22	0.771
hsa-miR-502-5p	FGF22	0.0
hsa-miR-502-5p	AMBP	0.386
hsa-miR-7641	AMBP	0.0
hsa-miR-7641	FGF22	0.0
hsa-miR-1180-3p	FGF22	0.0
hsa-miR-1180-3p	AMBP	0.0
hsa-miR-4464	AMBP	0.0
hsa-miR-4464	FGF22	1.392
hsa-miR-5187-3p	AMBP	0.0
hsa-miR-5187-3p	FGF22	0.0
hsa-miR-3944-5p	FGF22	0.0
hsa-miR-3944-5p	AMBP	0.0
hsa-miR-664a-3p	AMBP	0.0
hsa-miR-664a-3p	FGF22	0.0
hsa-miR-548at-5p	AMBP	0.0
hsa-miR-548at-5p	FGF22	0.0
hsa-miR-591	AMBP	0.255
hsa-miR-591	FGF22	0.0
hsa-miR-143-5p	AMBP	0.0
hsa-miR-143-5p	FGF22	0.268
hsa-miR-383-5p	FGF22	0.029
hsa-miR-383-5p	AMBP	0.0
hsa-miR-4753-5p	FGF22	0.0
hsa-miR-4753-5p	AMBP	0.0
hsa-miR-6885-5p	AMBP	0.0
hsa-miR-6885-5p	FGF22	0.0
hsa-miR-503-5p	FGF22	0.0
hsa-miR-503-5p	AMBP	0.0
hsa-miR-6875-5p	AMBP	0.269
hsa-miR-6875-5p	FGF22	0.45
hsa-miR-1234-3p	AMBP	0.0
hsa-miR-1234-3p	FGF22	0.325
hsa-miR-19a-5p	FGF22	0.0
hsa-miR-19a-5p	AMBP	0.0
hsa-miR-6779-5p	AMBP	0.146
hsa-miR-6779-5p	FGF22	0.244
hsa-miR-1233-3p	FGF22	0.682
hsa-miR-1233-3p	AMBP	0.0
hsa-miR-6769b-5p	FGF22	0.0
hsa-miR-6769b-5p	AMBP	0.0
hsa-miR-133a-5p	FGF22	0.266
hsa-miR-133a-5p	AMBP	0.0
hsa-miR-2861	FGF22	1.272
hsa-miR-2861	AMBP	0.276
hsa-miR-6501-3p	AMBP	0.011
hsa-miR-6501-3p	FGF22	0.174
hsa-miR-1260b	FGF22	0.842
hsa-miR-1260b	AMBP	0.733
hsa-miR-4536-3p	AMBP	0.325
hsa-miR-4536-3p	FGF22	0.0
hsa-miR-185-3p	AMBP	0.272
hsa-miR-185-3p	FGF22	0.247
hsa-miR-4529-3p	AMBP	0.0
hsa-miR-4529-3p	FGF22	0.284
hsa-miR-1273d	FGF22	0.0
hsa-miR-1273d	AMBP	0.0
hsa-miR-1243	AMBP	0.0
hsa-miR-1243	FGF22	0.379
hsa-miR-4738-5p	AMBP	0.105
hsa-miR-4738-5p	FGF22	0.0
hsa-miR-761	AMBP	0.0
hsa-miR-761	FGF22	0.163
hsa-miR-5190	FGF22	0.244
hsa-miR-5190	AMBP	0.09
hsa-miR-6835-5p	FGF22	0.401
hsa-miR-6835-5p	AMBP	0.0
hsa-miR-4712-3p	FGF22	0.132
hsa-miR-4712-3p	AMBP	0.0
hsa-miR-6750-3p	AMBP	0.0
hsa-miR-6750-3p	FGF22	0.046
hsa-miR-6778-3p	FGF22	0.592
hsa-miR-6778-3p	AMBP	0.4
hsa-miR-4481	FGF22	0.412
hsa-miR-4481	AMBP	0.026
hsa-miR-449b-5p	AMBP	0.0
hsa-miR-449b-5p	FGF22	0.578
hsa-miR-4636	FGF22	0.065
hsa-miR-4636	AMBP	0.0
hsa-miR-6719-3p	FGF22	0.0
hsa-miR-6719-3p	AMBP	0.074
hsa-miR-4652-5p	AMBP	0.0
hsa-miR-4652-5p	FGF22	0.0
hsa-miR-4318	AMBP	0.289
hsa-miR-4318	FGF22	0.835
hsa-miR-7153-3p	AMBP	0.0
hsa-miR-7153-3p	FGF22	0.0
hsa-miR-1262	FGF22	0.092
hsa-miR-1262	AMBP	0.205
hsa-miR-4795-3p	FGF22	0.0
hsa-miR-4795-3p	AMBP	0.0
hsa-miR-29c-5p	FGF22	0.011
hsa-miR-29c-5p	AMBP	0.0
hsa-miR-374b-5p	AMBP	0.0
hsa-miR-374b-5p	FGF22	0.0
hsa-miR-30c-1-3p	AMBP	0.0
hsa-miR-30c-1-3p	FGF22	0.0
hsa-miR-616-3p	FGF22	0.0
hsa-miR-616-3p	AMBP	0.0
hsa-miR-548w	AMBP	0.0
hsa-miR-548w	FGF22	0.0
hsa-miR-561-5p	AMBP	0.0
hsa-miR-561-5p	FGF22	0.0
hsa-miR-4445-5p	FGF22	0.253
hsa-miR-4445-5p	AMBP	0.0
hsa-miR-4786-3p	FGF22	0.243
hsa-miR-4786-3p	AMBP	0.0
hsa-miR-23b-5p	AMBP	0.011
hsa-miR-23b-5p	FGF22	0.864
hsa-miR-802	AMBP	0.0
hsa-miR-802	FGF22	0.0
hsa-miR-125b-5p	AMBP	0.0
hsa-miR-125b-5p	FGF22	0.65
hsa-miR-596	AMBP	0.0
hsa-miR-596	FGF22	0.476
hsa-miR-6804-5p	AMBP	0.012
hsa-miR-6804-5p	FGF22	0.0
hsa-miR-3651	AMBP	0.0
hsa-miR-3651	FGF22	0.0
hsa-miR-545-5p	AMBP	0.0
hsa-miR-545-5p	FGF22	0.0
hsa-miR-371b-5p	FGF22	0.0
hsa-miR-371b-5p	AMBP	0.0
hsa-miR-4773	AMBP	0.0
hsa-miR-4773	FGF22	0.082
hsa-miR-4468	AMBP	0.27
hsa-miR-4468	FGF22	0.0
hsa-miR-519d-5p	FGF22	0.0
hsa-miR-519d-5p	AMBP	0.0
hsa-miR-4653-5p	AMBP	0.135
hsa-miR-4653-5p	FGF22	0.0
hsa-miR-516b-5p	AMBP	0.024
hsa-miR-516b-5p	FGF22	0.0
hsa-miR-302c-3p	AMBP	0.0
hsa-miR-302c-3p	FGF22	0.0
hsa-miR-671-3p	FGF22	0.622
hsa-miR-671-3p	AMBP	0.381
hsa-miR-1261	FGF22	0.0
hsa-miR-1261	AMBP	0.0
hsa-miR-545-3p	FGF22	0.0
hsa-miR-184	AMBP	0.0
hsa-miR-184	FGF22	0.281
hsa-miR-7107-3p	AMBP	0.0
hsa-miR-7107-3p	FGF22	0.0
hsa-miR-7151-3p	FGF22	0.325
hsa-miR-7151-3p	AMBP	0.0
hsa-miR-93-3p	FGF22	0.014
hsa-miR-93-3p	AMBP	0.285
hsa-miR-128-2-5p	FGF22	0.0
hsa-miR-128-2-5p	AMBP	0.0
hsa-miR-135b-5p	FGF22	0.0
hsa-miR-135b-5p	AMBP	0.0
hsa-miR-548j-3p	FGF22	0.0
hsa-miR-548j-3p	AMBP	0.0
hsa-miR-195-5p	AMBP	0.0
hsa-miR-195-5p	FGF22	0.0
hsa-miR-651-3p	AMBP	0.0
hsa-miR-125a-3p	FGF22	0.0
hsa-miR-125a-3p	AMBP	0.0
hsa-miR-328-5p	FGF22	0.0
hsa-miR-328-5p	AMBP	0.126
hsa-miR-8057	AMBP	0.0
hsa-miR-8057	FGF22	1.076
hsa-miR-6798-5p	AMBP	0.0
hsa-miR-6798-5p	FGF22	0.013
hsa-let-7a-2-3p	AMBP	0.0
hsa-let-7a-2-3p	FGF22	0.0
hsa-miR-4258	FGF22	0.966
hsa-miR-4258	AMBP	0.571
hsa-miR-6819-3p	AMBP	0.301
hsa-miR-6819-3p	FGF22	0.516
hsa-miR-224-3p	AMBP	0.0
hsa-miR-224-3p	FGF22	0.0
hsa-miR-520d-3p	FGF22	0.0
hsa-miR-520d-3p	AMBP	0.0
hsa-miR-6752-5p	FGF22	0.536
hsa-miR-6752-5p	AMBP	0.043
hsa-miR-4447	FGF22	0.501
hsa-miR-4447	AMBP	0.147
hsa-miR-450b-5p	AMBP	0.0
hsa-miR-450b-5p	FGF22	0.0
hsa-miR-3182	AMBP	0.265
hsa-miR-3182	FGF22	1.762
hsa-miR-4704-5p	AMBP	0.0
hsa-miR-4704-5p	FGF22	0.0
hsa-miR-6894-5p	FGF22	0.0
hsa-miR-6894-5p	AMBP	0.16
hsa-miR-6747-5p	FGF22	0.0
hsa-miR-6747-5p	AMBP	0.0
hsa-miR-4271	FGF22	0.621
hsa-miR-4271	AMBP	0.137
hsa-miR-4792	AMBP	0.007
hsa-miR-4792	FGF22	1.01
hsa-miR-4683	FGF22	0.0
hsa-miR-4683	AMBP	0.0
hsa-miR-4790-3p	FGF22	0.0
hsa-miR-4790-3p	AMBP	0.0
hsa-miR-6737-5p	FGF22	0.609
hsa-miR-6737-5p	AMBP	0.049
hsa-miR-6082	AMBP	0.0
hsa-miR-6082	FGF22	0.0
hsa-miR-4691-3p	FGF22	0.0
hsa-miR-4691-3p	AMBP	0.0
hsa-miR-1228-5p	FGF22	0.294
hsa-miR-1228-5p	AMBP	0.0
hsa-miR-3654	FGF22	0.911
hsa-miR-3654	AMBP	0.435
hsa-miR-7114-3p	FGF22	0.444
hsa-miR-7114-3p	AMBP	0.628
hsa-miR-299-3p	FGF22	0.0
hsa-miR-299-3p	AMBP	0.0
hsa-miR-636	FGF22	0.0
hsa-miR-636	AMBP	0.0
hsa-miR-4254	FGF22	0.671
hsa-miR-4254	AMBP	0.0
hsa-miR-578	FGF22	0.034
hsa-miR-578	AMBP	0.0
hsa-miR-3150b-5p	FGF22	0.105
hsa-miR-3150b-5p	AMBP	0.088
hsa-miR-6834-5p	AMBP	0.0
hsa-miR-6834-5p	FGF22	0.864
hsa-miR-3174	FGF22	0.0
hsa-miR-3174	AMBP	0.087
hsa-miR-6739-5p	FGF22	0.0
hsa-miR-6739-5p	AMBP	0.0
hsa-miR-1206	AMBP	0.0
hsa-miR-1206	FGF22	0.0
hsa-miR-934	AMBP	0.0
hsa-miR-934	FGF22	0.0
hsa-miR-6823-5p	AMBP	0.0
hsa-miR-6823-5p	FGF22	0.0
hsa-miR-548am-3p	FGF22	0.0
hsa-miR-548am-3p	AMBP	0.0
hsa-miR-3939	AMBP	0.0
hsa-miR-3939	FGF22	0.0
hsa-miR-424-5p	AMBP	0.0
hsa-miR-424-5p	FGF22	0.0
hsa-miR-6868-5p	FGF22	0.0
hsa-miR-6868-5p	AMBP	0.697
hsa-miR-6502-3p	AMBP	0.028
hsa-miR-6502-3p	FGF22	0.0
hsa-miR-194-5p	AMBP	0.0
hsa-miR-194-5p	FGF22	0.0
hsa-miR-3667-3p	AMBP	0.0
