	ID_Geneontology_cellularcomponent__	Gene ontology (cellular component)
4328	cytoplasm [GO:0005737]; endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; nucleolus [GO:0005730]	4328
4329	costamere [GO:0043034]; cytoplasm [GO:0005737]; cytoskeleton [GO:0005856]; cytosol [GO:0005829]; focal adhesion [GO:0005925]; plasma membrane [GO:0005886]; sarcolemma [GO:0042383]; sarcoplasm [GO:0016528]; Z disc [GO:0030018]	4329
4330	cytoplasm [GO:0005737]; Dbf4-dependent protein kinase complex [GO:0031431]; intracellular membrane-bounded organelle [GO:0043231]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]	4330
4331	adherens junction [GO:0005912]; cell cortex [GO:0005938]; cell junction [GO:0030054]; cell-substrate junction [GO:0030055]; cell surface [GO:0009986]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; extrinsic component of cytoplasmic side of plasma membrane [GO:0031234]; focal adhesion [GO:0005925]; I band [GO:0031674]; lamellipodium membrane [GO:0031258]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; plasma membrane [GO:0005886]; stress fiber [GO:0001725]	4331
4332	Cul4-RING E3 ubiquitin ligase complex [GO:0080008]; cytosol [GO:0005829]; integral component of membrane [GO:0016021]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]	4332
4333	axon [GO:0030424]; cytosol [GO:0005829]; integral component of postsynaptic density membrane [GO:0099061]; plasma membrane [GO:0005886]; Schaffer collateral - CA1 synapse [GO:0098685]	4333
4334	chromosome, telomeric region [GO:0000781]; Cul4A-RING E3 ubiquitin ligase complex [GO:0031464]; Cul4B-RING E3 ubiquitin ligase complex [GO:0031465]; Cul4-RING E3 ubiquitin ligase complex [GO:0080008]; cytoplasm [GO:0005737]; extracellular exosome [GO:0070062]; extracellular space [GO:0005615]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; protein-containing complex [GO:0032991]; site of double-strand break [GO:0035861]	4334
4335	collagen-containing extracellular matrix [GO:0062023]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; fibrinogen complex [GO:0005577]	4335
4336	cornified envelope [GO:0001533]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; extracellular space [GO:0005615]; nucleoplasm [GO:0005654]	4336
4337	cytosol [GO:0005829]; extracellular exosome [GO:0070062]; membrane [GO:0016020]	4337
4338	cell surface [GO:0009986]; dendritic spine [GO:0043197]; membrane [GO:0016020]; mitochondrion [GO:0005739]; plasma membrane [GO:0005886]	4338
4339	eukaryotic 43S preinitiation complex [GO:0016282]	4339
4340	Holliday junction resolvase complex [GO:0048476]; nucleus [GO:0005634]	4340
4341	cytoplasm [GO:0005737]; cytosol [GO:0005829]; eukaryotic translation elongation factor 1 complex [GO:0005853]	4341
4342	cytoplasmic vesicle [GO:0031410]; cytosol [GO:0005829]; endoplasmic reticulum lumen [GO:0005788]; extracellular exosome [GO:0070062]	4342
4343	cytosol [GO:0005829]; endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; integral component of membrane [GO:0016021]; membrane raft [GO:0045121]; plasma membrane [GO:0005886]; protein-containing complex [GO:0032991]	4343
4344	chromosome [GO:0005694]; cytoplasm [GO:0005737]; cytoplasmic exosome (RNase complex) [GO:0000177]; cytosol [GO:0005829]; exosome (RNase complex) [GO:0000178]; fibrillar center [GO:0001650]; intracellular membrane-bounded organelle [GO:0043231]; nuclear exosome (RNase complex) [GO:0000176]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]	4344
4345	cell surface [GO:0009986]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; Golgi apparatus [GO:0005794]; Golgi membrane [GO:0000139]; integral component of membrane [GO:0016021]; membrane [GO:0016020]; plasma membrane [GO:0005886]	4345
4346	Cul2-RING ubiquitin ligase complex [GO:0031462]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]	4346
4347	hippocampal mossy fiber to CA3 synapse [GO:0098686]; integral component of plasma membrane [GO:0005887]; integral component of postsynaptic membrane [GO:0099055]; integral component of presynaptic membrane [GO:0099056]; kainate selective glutamate receptor complex [GO:0032983]; plasma membrane [GO:0005886]; postsynaptic membrane [GO:0045211]; presynaptic membrane [GO:0042734]	4347
4348	cytoplasm [GO:0005737]; cytosol [GO:0005829]; extracellular exosome [GO:0070062]; nucleoplasm [GO:0005654]	4348
4349	cytoplasmic microtubule [GO:0005881]	4349
4350	azurophil granule lumen [GO:0035578]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; plasma membrane [GO:0005886]	4350
4351	astrocyte projection [GO:0097449]; axon [GO:0030424]; dendrite [GO:0030425]; integral component of plasma membrane [GO:0005887]; integral component of postsynaptic membrane [GO:0099055]; plasma membrane [GO:0005886]; presynaptic membrane [GO:0042734]	4351
4352	axon [GO:0030424]; blood microparticle [GO:0072562]; cytosol [GO:0005829]; dendrite [GO:0030425]; extrinsic component of postsynaptic early endosome membrane [GO:0098998]; glutamatergic synapse [GO:0098978]; intracellular membrane-bounded organelle [GO:0043231]; nucleoplasm [GO:0005654]; postsynaptic recycling endosome [GO:0098837]; recycling endosome membrane [GO:0055038]	4352
4353	astrocyte projection [GO:0097449]; axon [GO:0030424]; dendritic spine [GO:0043197]; glutamatergic synapse [GO:0098978]; integral component of plasma membrane [GO:0005887]; integral component of postsynaptic membrane [GO:0099055]; integral component of presynaptic membrane [GO:0099056]; plasma membrane [GO:0005886]; postsynaptic density [GO:0014069]	4353
4354	cytoplasm [GO:0005737]; mitochondrial nucleoid [GO:0042645]; mitochondrion [GO:0005739]; nucleoplasm [GO:0005654]; ribonucleoprotein complex [GO:1990904]; ribonucleoprotein granule [GO:0035770]	4354
4355	chromosome [GO:0005694]; cytosol [GO:0005829]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; protein-containing complex [GO:0032991]	4355
4356	chromosome, telomeric region [GO:0000781]; extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; membrane [GO:0016020]; nuclear chromosome [GO:0000228]; nucleoplasm [GO:0005654]; nucleosome [GO:0000786]; nucleus [GO:0005634]; protein-containing complex [GO:0032991]	4356
4357	ciliary membrane [GO:0060170]; cilium [GO:0005929]; endocytic vesicle [GO:0030139]; endosome membrane [GO:0010008]; integral component of plasma membrane [GO:0005887]; lysosomal membrane [GO:0005765]; plasma membrane [GO:0005886]	4357
4358	chromosome, telomeric region [GO:0000781]; membrane [GO:0016020]; mitochondrion [GO:0005739]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; protein-containing complex [GO:0032991]	4358
4359	bleb [GO:0032059]; cell cortex [GO:0005938]; cytosol [GO:0005829]; extracellular exosome [GO:0070062]; membrane [GO:0016020]; phagocytic vesicle [GO:0045335]; plasma membrane [GO:0005886]	4359
4360	cytoplasm [GO:0005737]; cytoskeleton [GO:0005856]; cytosol [GO:0005829]; filopodium [GO:0030175]; Golgi apparatus [GO:0005794]; lamellipodium [GO:0030027]; ruffle [GO:0001726]	4360
4361	cell surface [GO:0009986]; cytoplasm [GO:0005737]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; nucleus [GO:0005634]; plasma membrane [GO:0005886]	4361
4362	cytosol [GO:0005829]; endoplasmic reticulum [GO:0005783]; integral component of endoplasmic reticulum membrane [GO:0030176]; membrane [GO:0016020]; mitochondrial membrane [GO:0031966]; mitochondrion [GO:0005739]; protein-containing complex [GO:0032991]	4362
4363	cell-cell junction [GO:0005911]; endoplasmic reticulum membrane [GO:0005789]; extracellular exosome [GO:0070062]; extracellular matrix [GO:0031012]; extracellular space [GO:0005615]; focal adhesion [GO:0005925]; integral component of plasma membrane [GO:0005887]; neuron projection [GO:0043005]; plasma membrane [GO:0005886]; synapse [GO:0045202]	4363
4364	cell surface [GO:0009986]; integral component of plasma membrane [GO:0005887]; receptor complex [GO:0043235]	4364
4365	axonal growth cone [GO:0044295]; axon terminus [GO:0043679]; cell-cell junction [GO:0005911]; cell junction [GO:0030054]; cytosol [GO:0005829]; endoplasmic reticulum membrane [GO:0005789]; extracellular matrix [GO:0031012]; extracellular space [GO:0005615]; focal adhesion [GO:0005925]; glutamatergic synapse [GO:0098978]; growth cone membrane [GO:0032584]; integral component of plasma membrane [GO:0005887]; integral component of postsynaptic membrane [GO:0099055]; plasma membrane [GO:0005886]; synaptic membrane [GO:0097060]	4365
4366	cytosol [GO:0005829]; extracellular space [GO:0005615]; Golgi apparatus [GO:0005794]; Golgi membrane [GO:0000139]; integral component of membrane [GO:0016021]; nucleoplasm [GO:0005654]; rough endoplasmic reticulum [GO:0005791]; sarcolemma [GO:0042383]	4366
4367	SCF ubiquitin ligase complex [GO:0019005]	4367
4368	extracellular region [GO:0005576]; nuclear speck [GO:0016607]	4368
4369	collagen-containing extracellular matrix [GO:0062023]; extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; fibrinogen complex [GO:0005577]; ficolin-1-rich granule lumen [GO:1904813]	4369
4370	cytosol [GO:0005829]; nucleus [GO:0005634]; SCF ubiquitin ligase complex [GO:0019005]	4370
4371	Cul4-RING E3 ubiquitin ligase complex [GO:0080008]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; SCF ubiquitin ligase complex [GO:0019005]	4371
4372	collagen-containing extracellular matrix [GO:0062023]; cornified envelope [GO:0001533]; cytoplasmic ribonucleoprotein granule [GO:0036464]; cytosol [GO:0005829]; intermediate filament [GO:0005882]; keratohyalin granule [GO:0036457]; nucleus [GO:0005634]	4372
4373	cytoplasm [GO:0005737]; nuclear membrane [GO:0031965]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]	4373
4374	cytoplasm [GO:0005737]; cytoskeleton [GO:0005856]; cytosol [GO:0005829]	4374
4375	cytoplasm [GO:0005737]; Fanconi anaemia nuclear complex [GO:0043240]; intracellular membrane-bounded organelle [GO:0043231]; nuclear body [GO:0016604]; nuclear envelope [GO:0005635]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]	4375
4376	adherens junction [GO:0005912]; extracellular exosome [GO:0070062]; Golgi apparatus [GO:0005794]; integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]	4376
4377	basement membrane [GO:0005604]; collagen-containing extracellular matrix [GO:0062023]; elastic fiber [GO:0071953]; extracellular exosome [GO:0070062]; extracellular matrix [GO:0031012]; extracellular region [GO:0005576]; extracellular vesicle [GO:1903561]; microfibril [GO:0001527]	4377
4378	FANCM-MHF complex [GO:0071821]; Fanconi anaemia nuclear complex [GO:0043240]; nucleoplasm [GO:0005654]	4378
4379	cytosol [GO:0005829]; nuclear body [GO:0016604]; nucleoplasm [GO:0005654]	4379
4380	Golgi cisterna membrane [GO:0032580]; integral component of membrane [GO:0016021]; membrane [GO:0016020]	4380
4381	cortical actin cytoskeleton [GO:0030864]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; mitochondrion [GO:0005739]; nucleus [GO:0005634]; plasma membrane [GO:0005886]; site of polarized growth [GO:0030427]; transcription regulator complex [GO:0005667]	4381
4382	axon [GO:0030424]; dendrite [GO:0030425]; HCN channel complex [GO:0098855]; integral component of plasma membrane [GO:0005887]; plasma membrane [GO:0005886]	4382
4383	HCN channel complex [GO:0098855]; integral component of plasma membrane [GO:0005887]; plasma membrane [GO:0005886]; voltage-gated potassium channel complex [GO:0008076]	4383
4384	cone cell pedicle [GO:0044316]; dendrite [GO:0030425]; integral component of plasma membrane [GO:0005887]; neuronal cell body [GO:0043025]; plasma membrane [GO:0005886]	4384
4385	HCN channel complex [GO:0098855]; intrinsic component of plasma membrane [GO:0031226]; perinuclear region of cytoplasm [GO:0048471]; plasma membrane [GO:0005886]	4385
4386	apical part of cell [GO:0045177]; axon [GO:0030424]; costamere [GO:0043034]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; dendrite [GO:0030425]; dendritic spine [GO:0043197]; glutamatergic synapse [GO:0098978]; neuron spine [GO:0044309]; plasma membrane [GO:0005886]; postsynaptic cytosol [GO:0099524]; postsynaptic density [GO:0014069]; Z disc [GO:0030018]	4386
4387	apical part of cell [GO:0045177]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; dendrite [GO:0030425]; glutamatergic synapse [GO:0098978]; intracellular organelle [GO:0043229]; neuronal cell body [GO:0043025]; plasma membrane [GO:0005886]; postsynaptic density [GO:0014069]; stereocilium tip [GO:0032426]	4387
4388	cytoplasm [GO:0005737]; cytosol [GO:0005829]; dendrite [GO:0030425]; plasma membrane [GO:0005886]; postsynaptic density [GO:0014069]	4388
4389	centrosome [GO:0005813]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; FHF complex [GO:0070695]; microtubule [GO:0005874]	4389
4390	cytosol [GO:0005829]; nucleus [GO:0005634]; SCF ubiquitin ligase complex [GO:0019005]; ubiquitin ligase complex [GO:0000151]	4390
4391	cytosol [GO:0005829]; glutamatergic synapse [GO:0098978]; presynapse [GO:0098793]; SCF ubiquitin ligase complex [GO:0019005]; Schaffer collateral - CA1 synapse [GO:0098685]	4391
4392	centriolar satellite [GO:0034451]; centrosome [GO:0005813]; cis-Golgi network [GO:0005801]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; FHF complex [GO:0070695]; microtubule [GO:0005874]; pericentriolar material [GO:0000242]	4392
4393	apical plasma membrane [GO:0016324]; axon [GO:0030424]; cell surface [GO:0009986]; cytoplasm [GO:0005737]; dendrite [GO:0030425]; filopodium tip [GO:0032433]; integral component of membrane [GO:0016021]; lateral plasma membrane [GO:0016328]; neuronal cell body [GO:0043025]; plasma membrane [GO:0005886]; presynaptic active zone [GO:0048786]	4393
4394	endoplasmic reticulum membrane [GO:0005789]; extracellular region [GO:0005576]; Golgi apparatus [GO:0005794]; Golgi cisterna membrane [GO:0032580]; Golgi membrane [GO:0000139]; Golgi stack [GO:0005795]; integral component of Golgi membrane [GO:0030173]; membrane [GO:0016020]; perinuclear region of cytoplasm [GO:0048471]	4394
4395	cytoskeleton [GO:0005856]; integral component of membrane [GO:0016021]	4395
4396	cytosol [GO:0005829]; extrinsic component of Golgi membrane [GO:0090498]; Golgi apparatus [GO:0005794]; Golgi cisterna membrane [GO:0032580]; Golgi membrane [GO:0000139]; membrane [GO:0016020]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]	4396
4397	GABA-ergic synapse [GO:0098982]; glutamatergic synapse [GO:0098978]; guanylate cyclase complex, soluble [GO:0008074]	4397
4398	extracellular exosome [GO:0070062]; nucleosome [GO:0000786]; nucleus [GO:0005634]	4398
4399	cytoplasm [GO:0005737]; cytosol [GO:0005829]; endoplasmic reticulum [GO:0005783]; plasma membrane [GO:0005886]; voltage-gated potassium channel complex [GO:0008076]	4399
4400	asymmetric synapse [GO:0032279]; axon [GO:0030424]; cell cortex [GO:0005938]; dendrite [GO:0030425]; dendritic shaft [GO:0043198]; integral component of membrane [GO:0016021]; integral component of plasma membrane [GO:0005887]; plasma membrane [GO:0005886]; postsynaptic membrane [GO:0045211]; presynaptic active zone [GO:0048786]; receptor complex [GO:0043235]	4400
4401	azurophil granule lumen [GO:0035578]; endoplasmic reticulum [GO:0005783]; endosome [GO:0005768]; extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; Golgi apparatus [GO:0005794]; late endosome [GO:0005770]; lysosomal membrane [GO:0005765]; lysosome [GO:0005764]; membrane [GO:0016020]; plasma membrane [GO:0005886]; trans-Golgi network [GO:0005802]	4401
4402	mitochondrial matrix [GO:0005759]; mitochondrion [GO:0005739]; nucleoplasm [GO:0005654]; PAM complex, Tim23 associated import motor [GO:0001405]	4402
4403	microvillus [GO:0005902]; stereocilium base [GO:0120044]; stereocilium shaft [GO:0120043]	4403
4404	cell surface [GO:0009986]; collagen-containing extracellular matrix [GO:0062023]; extracellular space [GO:0005615]	4404
4405	cytoplasm [GO:0005737]; membrane [GO:0016020]; nucleoplasm [GO:0005654]	4405
4406	cytoplasm [GO:0005737]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; protein-containing complex [GO:0032991]	4406
4407	cytosol [GO:0005829]; extracellular region [GO:0005576]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]	4407
4408	blood microparticle [GO:0072562]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; extracellular exosome [GO:0070062]; nucleus [GO:0005634]; plasma membrane [GO:0005886]	4408
4409	membrane [GO:0016020]; nucleus [GO:0005634]	4409
4410	cytosol [GO:0005829]; membrane [GO:0016020]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; postsynaptic density [GO:0014069]; ribonucleoprotein complex [GO:1990904]	4410
