uniprot_entry	Gene name	Gene stable ID
Q9NPA0	EMC7	ENSG00000134153
Q8N6R0	METTL13	ENSG00000010165
Q9Y6B2	EID1	ENSG00000255302
Q4L180	FILIP1L	ENSG00000168386
Q5HY92	FIGN	ENSG00000182263
Q9Y613	FHOD1	ENSG00000135723
O95750	FGF19	ENSG00000162344
Q13642	FHL1	ENSG00000022267
Q14517	FAT1	ENSG00000083857
Q7Z6J6	FRMD5	ENSG00000171877
A9Z1Z3	FER1L4	ENSG00000088340
Q9Y231	FUT9	ENSG00000172461
Q4VC44	FLYWCH1	ENSG00000059122
Q6NT46	GAGE2A	ENSG00000189064
Q9H334	FOXP1	ENSG00000114861
Q9H1C3	GLT8D2	ENSG00000120820
O75420	GIGYF1	ENSG00000146830
O75420	CDS2	ENSG00000101290
O95674	CDS2	ENSG00000101290
Q6UWU2	GLB1L	ENSG00000163521
Q969I3	GLYATL1	ENSG00000166840
A6NDK9	GOLGA6C	ENSG00000167195
Q86SP6	GPR149	ENSG00000174948
Q7Z601	GPR142	ENSG00000257008
Q8TDT2	GPR152	ENSG00000175514
A6NN73	GOLGA8CP	ENSG00000181984
Q86XS8	RNF130	ENSG00000113269
Q49SQ1	GPR33	ENSG00000214943
Q9NQS5	GPR84	ENSG00000139572
P43080	GUCA1A	ENSG00000048545
P07492	GRP	ENSG00000134443
Q3ZCW2	GRP	ENSG00000134443
P57764	GSDMD	ENSG00000278718
P57764	GSDMD	ENSG00000104518
P0C1H6	H2BW2	ENSG00000101812
Q9Y3E1	HDGFL3	ENSG00000166503
P04908	H2AC4	ENSG00000278463
P04908	H2AC8	ENSG00000277075
P49748	ACADVL	ENSG00000072778
P36544	CHRNA7	ENSG00000274542
P36544	CHRNA7	ENSG00000282088
P36544	CHRNA7	ENSG00000175344
P11229	CHRM1	ENSG00000168539
Q9NY61	AATF	ENSG00000276072
Q9NY61	AATF	ENSG00000275700
Q0P651	ABHD18	ENSG00000164074
Q15847	ADIRF	ENSG00000148671
Q9H2P0	ADNP	ENSG00000101126
P30038	ALDH4A1	ENSG00000159423
P52594	AGFG1	ENSG00000173744
P15121	AKR1B1	ENSG00000085662
Q5TGY3	AHDC1	ENSG00000126705
Q9BT30	ALKBH7	ENSG00000125652
Q53H80	AKIRIN2	ENSG00000135334
Q8IZF7	ADGRF2	ENSG00000164393
Q6GMV1	ALG1L	ENSG00000189366
Q8IZ07	ANKRD13A	ENSG00000076513
P01008	SERPINC1	ENSG00000117601
O95626	ANP32D	ENSG00000139223
Q96LR9	APOLD1	ENSG00000178878
Q96NW4	ANKRD27	ENSG00000105186
Q13795	ARFRP1	ENSG00000101246
Q9NP61	ARFGAP3	ENSG00000242247
Q9NP61	ARFGAP1	ENSG00000101199
Q8N6T3	ARFGAP1	ENSG00000101199
P12429	ANXA3	ENSG00000138772
Q9BQE5	APOL2	ENSG00000128335
Q6NXE6	ARMC6	ENSG00000105676
Q66PJ3	ARL6IP4	ENSG00000182196
A6NFN9	ANKUB1	ENSG00000206199
P04424	ASL	ENSG00000126522
Q86XS5	ANGPTL5	ENSG00000187151
Q10588	BST1	ENSG00000109743
P43251	BTD	ENSG00000169814
Q96KV6	BTN2A3P	ENSG00000124549
Q96KV6	BTN2A3P	ENSG00000291104
Q3C1V8	BSX	ENSG00000188909
Q6UX41	BTNL8	ENSG00000113303
Q12830	BPTF	ENSG00000171634
Q9BQP9	BPIFA3	ENSG00000131059
P35070	BTC	ENSG00000174808
Q9H165	BCL11A	ENSG00000119866
Q9UBV7	B4GALT7	ENSG00000027847
Q9H503	BANF2	ENSG00000125888
Q6PI77	BHLHB9	ENSG00000198908
Q86V35	CABP7	ENSG00000100314
P20851	C4BPB	ENSG00000123843
P52907	CAPZA1	ENSG00000116489
Q9BXY5	CAPS2	ENSG00000180881
Q86UW7	CAPS2	ENSG00000180881
Q3KRA6	C2orf76	ENSG00000186132
O60911	CTSV	ENSG00000136943
Q9H159	CDH19	ENSG00000071991
Q96JQ0	CDH19	ENSG00000071991
P55283	CDH4	ENSG00000280641
P55283	CDH4	ENSG00000179242
Q96MC4	CEP295NL	ENSG00000178404
Q8TDN4	CABLES1	ENSG00000134508
Q96MF4	CCDC140	ENSG00000163081
Q13948	CUX1	ENSG00000257923
P39880	CUX1	ENSG00000257923
Q8IYX3	CCDC116	ENSG00000161180
Q15834	CCDC85B	ENSG00000175602
A0A1B0GUA6	CCDC195	ENSG00000283428
Q6UXH8	CCBE1	ENSG00000183287
Q86UT8	CENATAC	ENSG00000280975
Q86UT8	CENATAC	ENSG00000186166
P55774	CCL18	ENSG00000278006
P55774	CCL18	ENSG00000278167
P55774	CCL18	ENSG00000275385
Q9BUX1	CHAC1	ENSG00000128965
Q96BS2	TESC	ENSG00000088992
Q7LFX5	CHST15	ENSG00000182022
O14627	CDX4	ENSG00000131264
Q8NCH0	CHST14	ENSG00000169105
Q8N6W0	CELF5	ENSG00000161082
Q9Y471	CMAHP	ENSG00000168405
Q86XI2	NCAPG2	ENSG00000146918
Q9NZA1	CLIC5	ENSG00000112782
P30622	CLIP1	ENSG00000130779
Q6WN34	CHRDL2	ENSG00000054938
P56282	POLE2	ENSG00000100479
P09884	POLA1	ENSG00000101868
Q96FJ2	DYNLL2	ENSG00000264364
Q6P4E1	GOLM2	ENSG00000166734
Q8TDU6	GPBAR1	ENSG00000179921
P79483	HLA-DRB3	ENSG00000230463
P79483	HLA-DRB3	ENSG00000196101
P79483	HLA-DRB3	ENSG00000231679
Q9Y6X5	ENPP4	ENSG00000001561
Q9H9B1	EHMT1	ENSG00000181090
O95864	FADS2	ENSG00000134824
P16930	FAH	ENSG00000103876
Q8N7N1	FAM86B1	ENSG00000186523
A8MX19	FAM90A12P	ENSG00000254229
Q7Z2K6	ERMP1	ENSG00000099219
A6NEW6	FAM90A17	ENSG00000285720
O76062	TM7SF2	ENSG00000149809
Q8NFF5	FLAD1	ENSG00000160688
Q8TC99	FNDC8	ENSG00000073598
Q15485	FCN2	ENSG00000160339
Q06787	FMR1	ENSG00000102081
Q96LA5	FCRL2	ENSG00000132704
Q6BAA4	FCRL2	ENSG00000132704
Q5VW36	FOCAD	ENSG00000188352
Q6P3S6	FBXO42	ENSG00000037637
Q8TAL6	FIBIN	ENSG00000176971
Q9Y4F1	FARP1	ENSG00000152767
Q6V0I7	FAT4	ENSG00000196159
A6NFH5	FABP12	ENSG00000197416
Q8IVP5	FUNDC1	ENSG00000069509
P02792	FTL	ENSG00000087086
Q9P0K9	FRRS1L	ENSG00000260230
O00451	GFRA2	ENSG00000168546
P55107	GDF10	ENSG00000266524
P56159	GFRA1	ENSG00000151892
Q8N5D6	GBGT1	ENSG00000148288
Q9HCG7	GBA2	ENSG00000070610
Q96P48	ARAP1	ENSG00000186635
P15514	AREG	ENSG00000109321
Q99873	PRMT1	ENSG00000126457
Q9HCJ1	ANKH	ENSG00000154122
Q7L4S7	ARMCX6	ENSG00000198960
Q08708	CD300C	ENSG00000167850
Q13733	ATP1A4	ENSG00000132681
Q3KR37	GRAMD1B	ENSG00000023171
Q9NQ11	ATP13A2	ENSG00000159363
P51689	ARSD	ENSG00000006756
P20020	ATP2B1	ENSG00000070961
P98194	ATP2C1	ENSG00000017260
Q86TL0	ATG4D	ENSG00000130734
P49407	ARRB1	ENSG00000137486
P59998	ARPC4	ENSG00000241553
Q96QE3	ATAD5	ENSG00000176208
P46100	ATRX	ENSG00000085224
P59510	ADAMTS20	ENSG00000173157
Q9H6S1	AZI2	ENSG00000163512
P20648	ATP4A	ENSG00000105675
Q6UY14	ADAMTSL4	ENSG00000143382
P78410	BTN3A2	ENSG00000186470
Q9UBX8	B4GALT6	ENSG00000118276
P80723	BASP1	ENSG00000176788
Q7L3V2	RTL10	ENSG00000215012
Q9H0E9	BRD8	ENSG00000112983
P82251	SLC7A9	ENSG00000021488
Q7RTS1	BHLHA15	ENSG00000180535
Q9H2M3	BHMT2	ENSG00000132840
Q9Y6Q1	CAPN6	ENSG00000077274
Q68DN1	C2orf16	ENSG00000221843
Q16602	CALCRL	ENSG00000064989
P20160	AZU1	ENSG00000278624
P20160	AZU1	ENSG00000172232
P12830	CDH1	ENSG00000039068
Q9UM11	CDH1	ENSG00000039068
P27482	CALML3	ENSG00000178363
Q9NZT1	CALML5	ENSG00000178372
P49662	CASP4	ENSG00000196954
P51878	CASP5	ENSG00000137757
Q0P6D6	CCDC15	ENSG00000149548
Q8WXS4	TMEM37	ENSG00000171227
Q9UPV0	CEP164	ENSG00000110274
Q9NVL8	CCDC198	ENSG00000100557
Q9BRQ4	CFAP300	ENSG00000137691
P16152	CBR1	ENSG00000159228
Q9UJX2	CDC23	ENSG00000094880
Q96J87	CELF6	ENSG00000140488
Q92879	CELF1	ENSG00000149187
Q5JTW2	CEP78	ENSG00000148019
Q8N7R7	CCNYL1	ENSG00000163249
A0A0K2S4Q6	CD300H	ENSG00000284690
A4QMS7	C5orf49	ENSG00000215217
P0C7X3	CCNYL3	ENSG00000216671
Q8IVW4	CDKL3	ENSG00000006837
Q99741	CDC6	ENSG00000094804
Q92674	CENPI	ENSG00000102384
Q9HC77	CENPJ	ENSG00000151849
P14635	CCNB1	ENSG00000134057
Q6ZTQ4	CDHR3	ENSG00000128536
P29016	CD1B	ENSG00000158485
P07360	C8G	ENSG00000176919
O00622	CCN1	ENSG00000142871
P20248	CCN1	ENSG00000142871
Q86TU6	LINC00523	ENSG00000196273
P62633	CNBP	ENSG00000169714
A4QN01	LINC01553	ENSG00000235931
O75339	CILP	ENSG00000138615
Q86Y22	COL23A1	ENSG00000050767
Q5TZA2	CROCC	ENSG00000058453
P35212	GJA4	ENSG00000187513
O60716	CTNND1	ENSG00000198561
P19875	CXCL2	ENSG00000081041
Q99895	CTRC	ENSG00000162438
Q8N465	D2HGDH	ENSG00000180902
Q9P013	CWC15	ENSG00000150316
Q01523	DEFA5	ENSG00000285251
Q01523	DEFA5	ENSG00000164816
Q16698	DECR1	ENSG00000104325
Q96EX3	DYNC2I2	ENSG00000119333
Q8NFW5	DMBX1	ENSG00000197587
Q6UWP2	DHRS11	ENSG00000275397
Q6UWP2	DHRS11	ENSG00000278535
O00273	DFFA	ENSG00000160049
Q8IY37	DHX37	ENSG00000150990
Q9BSY9	DESI2	ENSG00000121644
Q4LDG9	DNAL1	ENSG00000119661
Q8NDZ4	DIPK2A	ENSG00000181744
Q8NHS0	DNAJB8	ENSG00000179407
Q92608	DOCK2	ENSG00000134516
O75140	DEPDC5	ENSG00000100150
Q96LL9	DNAJC30	ENSG00000176410
O60479	DLX3	ENSG00000064195
A7MBM2	DISP2	ENSG00000140323
Q92611	EDEM1	ENSG00000134109
Q9C0G6	DNAH6	ENSG00000115423
Q96FN9	DTD2	ENSG00000129480
Q9UL01	DSE	ENSG00000111817
Q92997	DVL3	ENSG00000161202
P54098	POLG	ENSG00000140521
Q16829	DUSP7	ENSG00000164086
Q9NZJ5	EIF2AK3	ENSG00000172071
P0DPD6	ECE2	ENSG00000145194
Q8WW35	DYNLT2B	ENSG00000213123
P68104	EEF1A1	ENSG00000156508
A6NFQ7	DPRX	ENSG00000204595
P30084	ECHS1	ENSG00000127884
Q99795	GPA33	ENSG00000143167
Q8IUC8	GALNT13	ENSG00000144278
P07203	GPX1	ENSG00000233276
Q96IJ6	GMPPA	ENSG00000144591
Q96FL9	GALNT14	ENSG00000158089
Q8N3T1	GALNT15	ENSG00000131386
Q7Z4T8	GALNT15	ENSG00000131386
Q8N428	GALNT16	ENSG00000100626
Q6IS24	GALNT17	ENSG00000185274
Q49A17	GALNT17	ENSG00000185274
P22352	GPX3	ENSG00000211445
P14770	GP9	ENSG00000169704
A6NH11	GLTPD2	ENSG00000182327
Q5T6L9	ERMARD	ENSG00000276187
Q5T6L9	ERMARD	ENSG00000130023
Q8IYW4	ENTHD1	ENSG00000176177
Q09472	EP300	ENSG00000100393
Q6PCB8	EMB	ENSG00000170571
Q9NVF9	ETNK2	ENSG00000143845
Q4LEZ3	AARD	ENSG00000205002
P46098	HTR3A	ENSG00000166736
P05408	SCG5	ENSG00000277614
P05408	SCG5	ENSG00000281931
P05408	SCG5	ENSG00000166922
Q96QU6	ACCS	ENSG00000110455
Q96GS6	ABHD17A	ENSG00000129968
Q8N5Z0	AADAT	ENSG00000109576
Q8IUX4	APOBEC3F	ENSG00000128394
O95477	ABCA1	ENSG00000165029
Q03154	ACY1	ENSG00000243989
Q8IZF5	ADGRF3	ENSG00000173567
Q86Y34	ADGRG3	ENSG00000182885
P05141	SLC25A5	ENSG00000005022
Q9Y653	ADGRG1	ENSG00000205336
Q92624	APPBP2	ENSG00000062725
Q3LIE5	ADPRM	ENSG00000170222
Q8TF21	ANKRD24	ENSG00000089847
Q9BWW8	APOL6	ENSG00000221963
Q8N4G2	ARL14	ENSG00000179674
P07306	ASGR1	ENSG00000141505
Q96DR5	BPIFA2	ENSG00000131050
Q5BKX8	CAVIN4	ENSG00000170681
P43166	CA7	ENSG00000168748
O95180	CACNA1H	ENSG00000196557
P41182	BCL6	ENSG00000113916
P55290	CDH13	ENSG00000140945
P29400	COL4A5	ENSG00000188153
Q14CN2	CLCA4	ENSG00000016602
P20908	COL5A1	ENSG00000130635
P23786	CPT2	ENSG00000157184
Q8NEA5	C19orf18	ENSG00000177025
Q6PB30	CSAG1	ENSG00000198930
Q6UUV7	CRTC3	ENSG00000140577
O94886	TMEM63A	ENSG00000196187
Q5HYN5	CT45A1	ENSG00000268940
A0A1B0GV90	CTXND2	ENSG00000283324
P58513	LINC00158	ENSG00000185433
P0CG41	CTAGE8	ENSG00000288181
P0CG41	CTAGE8	ENSG00000289604
P49682	CXCR3	ENSG00000186810
Q6ZRH7	CATSPERG	ENSG00000099338
Q8WZ74	CTTNBP2	ENSG00000077063
Q01524	DEFA6	ENSG00000285136
Q01524	DEFA6	ENSG00000164822
Q9UJV9	DDX41	ENSG00000183258
P43146	DCC	ENSG00000187323
Q9NV06	DCAF13	ENSG00000164934
Q5H9S7	DCAF17	ENSG00000115827
P09417	QDPR	ENSG00000151552
Q9NPF5	DMAP1	ENSG00000178028
A0A087WX78	ELOA3CP	ENSG00000275553
O00472	ELL2	ENSG00000118985
Q9Y6C2	EMILIN1	ENSG00000138080
Q8N9N8	EIF1AD	ENSG00000175376
B6SEH9	ERVV-2	ENSG00000268964
Q96HE7	ERO1A	ENSG00000197930
H0Y354	FAM72C	ENSG00000263513
Q5VT40	FAM78B	ENSG00000188859
Q9H790	EXO5	ENSG00000164002
Q5VT28	FAM27B	ENSG00000278763
Q5VT28	FAM27C	ENSG00000231527
P12104	FABP2	ENSG00000145384
A8MVW0	FAM171A2	ENSG00000161682
Q8N9Y4	FAM181A	ENSG00000273533
Q8N9Y4	FAM181A	ENSG00000140067
A6NEQ2	FAM181B	ENSG00000182103
Q6ZVS7	FAM183BP	ENSG00000164556
Q5T1J6	FAM182A	ENSG00000125804
Q9ULE4	FAM184B	ENSG00000047662
Q86XD5	FAM131B	ENSG00000159784
Q9Y3B2	EXOSC1	ENSG00000171311
P0CG42	FAM157B	ENSG00000233013
Q96C01	FAM136A	ENSG00000035141
Q92567	FAM168A	ENSG00000054965
Q6ZU69	FAM205A	ENSG00000205108
P0C7A2	FAM153B	ENSG00000289731
Q8WU58	FAM222B	ENSG00000173065
B9A014	C21orf140	ENSG00000222018
A0A494C0N9	FAM246B	ENSG00000286175
Q8NEV8	EXPH5	ENSG00000110723
Q96PY5	FMNL2	ENSG00000157827
Q96RJ6	FERD3L	ENSG00000146618
Q9HCM7	FBRSL1	ENSG00000112787
O75072	FKTN	ENSG00000106692
Q7Z7B0	FILIP1	ENSG00000118407
A8MYX2	FAM25E	ENSG00000231122
A8MYX2	FAM25E	ENSG00000290779
Q9UPI3	FLVCR2	ENSG00000119686
Q6P4F2	FDX2	ENSG00000267673
A6NMB9	FIGNL2	ENSG00000261308
Q9NP95	FGF20	ENSG00000078579
P23142	FBLN1	ENSG00000077942
Q13480	GAB1	ENSG00000109458
Q06547	GABPB1	ENSG00000104064
Q9UN86	G3BP2	ENSG00000138757
Q92837	FRAT1	ENSG00000165879
Q68CZ1	RPGRIP1L	ENSG00000103494
Q9NU39	FOXD4L1	ENSG00000184492
Q96CP2	FLYWCH2	ENSG00000162076
Q9UP38	FZD1	ENSG00000157240
P23945	FSHR	ENSG00000170820
O60478	GPR137B	ENSG00000077585
Q8NB37	GATD1	ENSG00000177225
Q92949	FOXJ1	ENSG00000129654
P01350	GAST	ENSG00000184502
Q14353	GAMT	ENSG00000130005
Q8IVS8	GLYCTK	ENSG00000168237
Q9UK05	GDF2	ENSG00000263761
Q86XX4	FRAS1	ENSG00000138759
Q99758	ABCA3	ENSG00000167972
Q8N139	ABCA6	ENSG00000154262
Q9H172	ABCG4	ENSG00000172350
Q3KP44	ANKRD55	ENSG00000164512
P61966	AP1S1	ENSG00000106367
P30411	BDKRB2	ENSG00000168398
P35226	BMI1	ENSG00000168283
Q96B45	BORCS7	ENSG00000166275
Q12982	BNIP2	ENSG00000140299
Q8WXS3	BAALC	ENSG00000164929
Q9Y6D6	ARFGEF1	ENSG00000066777
O14867	BACH1	ENSG00000156273
Q9BX63	BACH1	ENSG00000156273
P35218	CA5A	ENSG00000174990
O60840	CACNA1F	ENSG00000102001
P55286	CDH8	ENSG00000150394
Q9Y6N8	CDH10	ENSG00000040731
Q9UBX1	CTSF	ENSG00000174080
Q5VVM6	CCDC30	ENSG00000186409
Q96MW1	CCDC43	ENSG00000180329
P56539	CAV3	ENSG00000182533
Q5T0F9	CC2D1B	ENSG00000154222
Q4AC94	C2CD3	ENSG00000168014
Q16581	C3AR1	ENSG00000171860
Q8IWF9	CCDC83	ENSG00000150676
Q8TD86	CALML6	ENSG00000169885
Q8WUD4	CCDC12	ENSG00000160799
Q96MT4	LINC01600	ENSG00000164385
P10147	CCL3	ENSG00000278567
P10147	CCL3	ENSG00000274221
P10147	CCL3	ENSG00000277632
A6NI87	CBY3	ENSG00000283718
A6NI87	CBY3	ENSG00000204659
Q99626	CDX2	ENSG00000165556
A4D0Y5	C7orf77	ENSG00000275356
Q15078	CDK5R1	ENSG00000176749
Q6ZMN8	CCNI2	ENSG00000205089
Q8WWL7	CCNB3	ENSG00000147082
Q9H305	CDIP1	ENSG00000274336
Q9H305	CDIP1	ENSG00000089486
Q8IY42	C4orf19	ENSG00000154274
Q5EBM0	CMPK2	ENSG00000134326
Q14008	CKAP5	ENSG00000175216
Q9HBJ8	CLTRN	ENSG00000147003
Q9NSE2	CISH	ENSG00000114737
Q8IZC6	COL27A1	ENSG00000196739
Q8WXD9	CASKIN1	ENSG00000167971
Q8WXF5	CRYGN	ENSG00000127377
Q96J86	CYYR1	ENSG00000166265
Q5SY80	CATSPERE	ENSG00000179397
Q96F07	CYFIP2	ENSG00000055163
Q2M2W7	C17orf58	ENSG00000186665
Q5M775	SPECC1	ENSG00000128487
P0C864	DANCR	ENSG00000226950
Q9H773	DCTPP1	ENSG00000179958
Q9NQI0	DDX4	ENSG00000152670
O95786	DDX58	ENSG00000107201
Q86Y01	DTX1	ENSG00000135144
Q9BZQ6	EDEM3	ENSG00000116406
P29323	EPHB2	ENSG00000133216
Q9BUP0	EFHD1	ENSG00000115468
Q2NKX8	ERCC6L	ENSG00000186871
Q8N693	ESX1	ENSG00000123576
P12259	F5	ENSG00000198734
Q86X60	FAM72B	ENSG00000188610
Q7L8L6	FASTKD5	ENSG00000215251
Q96GI7	FAM89A	ENSG00000182118
P05413	FABP3	ENSG00000121769
Q9BSJ8	ESYT1	ENSG00000139641
Q5VUB5	FAM171A1	ENSG00000148468
Q96A65	EXOC4	ENSG00000131558
Q9BVV8	FAM174C	ENSG00000228300
Q9NQT4	EXOSC5	ENSG00000077348
Q99714	HSD17B10	ENSG00000072506
Q8N8A8	FAM169B	ENSG00000283597
Q8IW50	FAM219A	ENSG00000164970
O95925	EPPIN	ENSG00000101448
Q96D05	FAM241B	ENSG00000171224
A0A1B0GTK5	FAM236D	ENSG00000225396
Q8TF40	FNIP1	ENSG00000217128
Q8TBE3	FNDC9	ENSG00000172568
P30273	FCER1G	ENSG00000158869
O43155	FLRT2	ENSG00000185070
Q14254	FLOT2	ENSG00000132589
Q8IXS0	FAM217A	ENSG00000145975
P57775	FBXW4	ENSG00000107829
Q6ZV73	FGD6	ENSG00000180263
Q9Y3D6	FIS1	ENSG00000214253
Q8TED4	SLC37A2	ENSG00000134955
O95967	EFEMP2	ENSG00000172638
Q8NHY3	GAS2L2	ENSG00000270765
Q6ZUT3	FRMD7	ENSG00000165694
P19883	FST	ENSG00000134363
O75593	FOXH1	ENSG00000160973
Q9BWX5	GATA5	ENSG00000130700
Q14CM0	FRMPD4	ENSG00000169933
Q8WU20	FRS2	ENSG00000166225
O60755	GALR3	ENSG00000128310
O14772	FPGT	ENSG00000254685
Q9UKT7	FBXL3	ENSG00000005812
Q86UU5	GGN	ENSG00000179168
P21462	FPR1	ENSG00000171051
P41250	GARS1	ENSG00000106105
P0DJR0	GIMD1	ENSG00000250298
P52306	RAP1GDS1	ENSG00000138698
Q9NR23	GDF3	ENSG00000184344
Q99988	GDF15	ENSG00000130513
P50150	GNG4	ENSG00000282972
P50150	GNG4	ENSG00000168243
P50440	GATM	ENSG00000171766
P10144	GZMB	ENSG00000100453
P18505	GABRB1	ENSG00000163288
Q8WWP7	GIMAP1	ENSG00000213203
Q14410	GK2	ENSG00000196475
Q01415	GK2	ENSG00000196475
Q14789	GOLGB1	ENSG00000173230
F8WBI6	GOLGA8N	ENSG00000283589
F8WBI6	GOLGA8N	ENSG00000232653
Q7Z602	GPR141	ENSG00000187037
P19086	GNAZ	ENSG00000128266
Q9H4A5	GOLPH3L	ENSG00000143457
P55087	AQP4	ENSG00000171885
Q9ULI0	ATAD2B	ENSG00000119778
Q8NHP1	AKR7L	ENSG00000211454
Q9P2S6	ANKMY1	ENSG00000144504
P26436	ACRV1	ENSG00000134940
Q9NR71	ASAH2	ENSG00000188611
O75129	ASTN2	ENSG00000148219
Q96FT7	ASIC4	ENSG00000072182
P57796	CABP4	ENSG00000175544
A0A1B0GVN3	C2orf92	ENSG00000228486
Q0P641	C2orf80	ENSG00000188674
Q6ZSB3	LINC00299	ENSG00000236790
P55287	CDH11	ENSG00000140937
P0C862	C1QTNF9	ENSG00000240654
Q8N126	CADM3	ENSG00000162706
Q96EU7	C1GALT1C1	ENSG00000288368
Q96EU7	C1GALT1C1	ENSG00000171155
Q8IU53	CASC2	ENSG00000177640
Q6XLA1	CASC2	ENSG00000177640
Q3SXR2	C3orf36	ENSG00000288547
P49069	CAMLG	ENSG00000164615
Q96GE6	CALML4	ENSG00000129007
Q86Z20	CCDC125	ENSG00000277868
Q86Z20	CCDC125	ENSG00000183323
Q5BJE1	CCDC178	ENSG00000166960
Q96M89	CCDC138	ENSG00000163006
A6NJW9	CD8B2	ENSG00000254126
O75828	CBR3	ENSG00000159231
Q8WUD6	CHPT1	ENSG00000111666
P51684	CCR6	ENSG00000112486
O00421	CCR6	ENSG00000112486
Q9NPF2	CHST11	ENSG00000171310
Q9H2X0	CHRD	ENSG00000090539
Q9NYQ7	CELSR3	ENSG00000008300
O14647	CHD2	ENSG00000173575
Q5T6M2	LINC00242	ENSG00000280868
Q5T6M2	LINC00242	ENSG00000229214
Q9H8M5	CNNM2	ENSG00000148842
Q3C1V1	C11orf91	ENSG00000205177
P28329	CHAT	ENSG00000070748
Q6NUJ2	C11orf87	ENSG00000185742
Q8IZV2	CMTM8	ENSG00000170293
Q99788	CMKLR1	ENSG00000174600
Q5T681	C10orf62	ENSG00000203942
O15247	CLIC2	ENSG00000155962
O00299	CLIC1	ENSG00000226651
O00299	CLIC1	ENSG00000230685
O00299	CLIC1	ENSG00000223639
O00299	CLIC1	ENSG00000226248
O00299	CLIC1	ENSG00000226417
O00299	CLIC1	ENSG00000206394
O00299	CLIC1	ENSG00000213719
Q96CD2	PPCDC	ENSG00000138621
Q9NZJ6	COQ3	ENSG00000132423
P21964	COMT	ENSG00000093010
O75208	COQ9	ENSG00000088682
Q02318	CYP27A1	ENSG00000135929
Q8WW18	C17orf50	ENSG00000270806
Q8N2A0	LINC00269	ENSG00000215162
P42830	CXCL5	ENSG00000163735
Q9NYP8	C21orf62	ENSG00000262938
Q9NYP8	C21orf62	ENSG00000205929
O43310	CTIF	ENSG00000282825
O43310	CTIF	ENSG00000134030
Q9P0U4	CXXC1	ENSG00000154832
Q8IWA5	SLC44A2	ENSG00000129353
Q8NET1	DEFB108B	ENSG00000184276
Q8WTQ1	DEFB104A	ENSG00000285034
Q8WTQ1	DEFB104A	ENSG00000176782
Q8WTQ1	DEFB104B	ENSG00000277006
Q8WTQ1	DEFB104B	ENSG00000285356
Q8WTQ1	DEFB104B	ENSG00000177023
O60759	CYTIP	ENSG00000115165
Q86WR6	C17orf64	ENSG00000141371
Q5TCH4	CYP4A22	ENSG00000162365
Q8IWT3	CUL9	ENSG00000112659
Q00796	SORD	ENSG00000140263
O43598	DNPH1	ENSG00000112667
O00115	DNASE2	ENSG00000105612
Q96T75	DSCR8	ENSG00000198054
P56179	DLX6	ENSG00000006377
Q8TDB6	DTX3L	ENSG00000163840
Q6P1R4	DUS1L	ENSG00000169718
Q9UFH2	DNAH17	ENSG00000187775
Q9UBX2	DUX4	ENSG00000283949
Q9UBX2	DUX4	ENSG00000260596
P0DN84	STRIT1	ENSG00000240045
Q9NX74	DUS2	ENSG00000167264
Q9UGP5	POLL	ENSG00000166169
Q14209	E2F2	ENSG00000282899
Q14209	E2F2	ENSG00000007968
O75923	DYSF	ENSG00000135636
Q56P03	EAPP	ENSG00000129518
O95672	ECEL1	ENSG00000171551
Q9NPB8	GPCPD1	ENSG00000125772
Q9Y227	ENTPD4	ENSG00000197217
Q15006	EMC2	ENSG00000104412
Q8IZ81	ELMOD2	ENSG00000179387
O95954	FTCD	ENSG00000281775
O95954	FTCD	ENSG00000160282
P01100	FOS	ENSG00000170345
Q9P0K8	FOXJ2	ENSG00000065970
Q8IVH2	FOXP4	ENSG00000137166
Q9UM11	FZR1	ENSG00000105325
O43603	GALR2	ENSG00000182687
P51570	GALK1	ENSG00000108479
Q9NY28	GALNT8	ENSG00000130035
A6NEF3	GOLGA6L4	ENSG00000184206
P48060	GLIPR1	ENSG00000139278
O00144	FZD9	ENSG00000188763
O00144	FZD3	ENSG00000104290
Q9NPG1	FZD3	ENSG00000104290
O15228	GNPAT	ENSG00000116906
Q8N1C3	GABRG1	ENSG00000163285
Q92805	GOLGA1	ENSG00000136935
P25092	GUCY2C	ENSG00000070019
Q9BQ67	GRWD1	ENSG00000105447
P09211	GSTP1	ENSG00000084207
Q8N442	GUF1	ENSG00000151806
P69892	HBG2	ENSG00000196565
O00222	GRM8	ENSG00000179603
Q8IZA3	H1-8	ENSG00000178804
Q92522	H1-10	ENSG00000184897
Q9P298	HIGD1B	ENSG00000131097
A8MXZ3	KRTAP9-1	ENSG00000240542
P15515	HTN1	ENSG00000283046
P15515	HTN1	ENSG00000126550
P54198	HIRA	ENSG00000100084
O43364	HOXA2	ENSG00000105996
Q92902	HPS1	ENSG00000107521
Q8TDB4	MGARP	ENSG00000137463
Q9Y278	HS3ST2	ENSG00000122254
P25021	HRH2	ENSG00000113749
Q14541	HNF4G	ENSG00000164749
P01570	IFNA14	ENSG00000228083
Q5T764	IFIT1B	ENSG00000204010
Q96LB3	IFT74	ENSG00000096872
P24001	IL32	ENSG00000008517
Q9H9L3	ISG20L2	ENSG00000143319
Q13576	IQGAP2	ENSG00000145703
P35908	KRT2	ENSG00000172867
Q9H0B3	IQCN	ENSG00000130518
P0C7M6	IQCF3	ENSG00000229972
O60271	SPAG9	ENSG00000008294
Q96AA8	JAKMIP2	ENSG00000176049
