mature_id	gene_name	score
hsa-miR-635	STS	0.074
hsa-miR-6892-5p	CUX2	0.478
hsa-miR-6892-5p	STS	0.329
hsa-miR-6892-5p	PBX3	0.337
hsa-miR-6892-5p	PBX1	0.396
hsa-miR-6892-5p	PBX2	0.233
hsa-miR-328-3p	CUX2	0.315
hsa-miR-328-3p	PBX3	0.245
hsa-miR-328-3p	PBX2	0.135
hsa-miR-328-3p	PBX1	0.043
hsa-miR-372-5p	PBX1	0.019
hsa-miR-372-5p	STS	0.011
hsa-miR-372-5p	CUX2	0.182
hsa-miR-1291	PBX2	0.023
hsa-miR-1291	PBX3	0.001
hsa-miR-1291	PBX1	0.036
hsa-miR-3912-3p	CUX2	0.345
hsa-miR-3912-3p	STS	0.266
hsa-miR-3912-3p	PBX1	0.136
hsa-miR-190b	PBX1	0.341
hsa-miR-190b	CUX2	0.393
hsa-miR-190b	STS	0.502
hsa-miR-190b	PBX2	0.222
hsa-miR-190b	PBX3	0.042
hsa-miR-4673	PBX1	0.184
hsa-miR-4673	CUX2	0.572
hsa-miR-4673	PBX2	0.012
hsa-miR-885-3p	STS	0.214
hsa-miR-885-3p	PBX1	0.305
hsa-miR-885-3p	CUX2	0.384
hsa-miR-885-3p	PBX3	0.451
hsa-miR-885-3p	PBX2	0.23
hsa-miR-6075	STS	0.596
hsa-miR-6075	CUX2	1.133
hsa-miR-6075	PBX1	0.09
hsa-miR-495-5p	PBX1	0.506
hsa-miR-495-5p	PBX3	0.405
hsa-miR-495-5p	STS	0.166
hsa-miR-495-5p	PBX2	0.069
hsa-miR-4759	STS	0.34
hsa-miR-4759	CUX2	0.212
hsa-miR-4759	PBX3	0.229
hsa-miR-4759	PBX1	0.296
hsa-miR-4759	PBX2	0.634
hsa-miR-141-5p	STS	0.445
hsa-miR-141-5p	PBX3	0.02
hsa-miR-141-5p	PBX2	0.19
hsa-miR-4484	PBX1	0.137
hsa-miR-4484	CUX2	0.014
hsa-miR-4484	STS	0.34
hsa-miR-4484	PBX2	0.134
hsa-miR-643	PBX1	0.174
hsa-miR-643	STS	0.432
hsa-miR-4676-3p	STS	0.321
hsa-miR-4676-3p	CUX2	0.439
hsa-miR-4676-3p	PBX3	0.148
hsa-miR-4676-3p	PBX2	0.269
hsa-miR-4676-3p	PBX1	0.159
hsa-miR-3169	STS	0.186
hsa-miR-3169	PBX3	0.174
hsa-miR-3169	PBX1	0.101
hsa-miR-3169	CUX2	0.365
hsa-miR-3169	PBX2	0.032
hsa-miR-4735-5p	CUX2	0.348
hsa-miR-4735-5p	PBX3	0.293
hsa-miR-4735-5p	PBX1	0.198
hsa-miR-4756-3p	STS	0.502
hsa-miR-4756-3p	PBX1	0.235
hsa-miR-1908-5p	CUX2	0.403
hsa-miR-1908-5p	STS	0.676
hsa-miR-1908-5p	PBX1	0.502
hsa-miR-2277-3p	CUX2	0.435
hsa-miR-2277-3p	STS	0.588
hsa-miR-2277-3p	PBX3	0.509
hsa-miR-2277-3p	PBX2	0.208
hsa-miR-2277-3p	PBX1	0.354
hsa-miR-3162-5p	PBX2	0.22
hsa-miR-3162-5p	STS	0.156
hsa-miR-3162-5p	PBX1	0.146
hsa-miR-3162-5p	PBX3	0.327
hsa-miR-551b-3p	CUX2	0.074
hsa-miR-551b-3p	STS	0.207
hsa-miR-551b-3p	PBX3	0.103
hsa-miR-551b-3p	PBX1	0.071
hsa-miR-5739	CUX2	0.682
hsa-miR-5739	PBX2	0.627
hsa-miR-5739	STS	0.726
hsa-miR-5739	PBX1	0.682
hsa-miR-5739	PBX3	0.466
hsa-miR-6893-5p	STS	0.51
hsa-miR-6893-5p	CUX2	0.284
hsa-miR-6893-5p	PBX2	0.489
hsa-miR-6893-5p	PBX1	0.386
hsa-miR-6893-5p	PBX3	0.126
hsa-miR-6821-3p	STS	0.557
hsa-miR-6821-3p	CUX2	0.426
hsa-miR-6821-3p	PBX3	0.029
hsa-miR-6821-3p	PBX2	0.603
hsa-miR-6821-3p	PBX1	0.162
hsa-miR-378i	STS	0.479
hsa-miR-378i	CUX2	0.28
hsa-miR-378i	PBX2	0.478
hsa-miR-378i	PBX1	0.183
hsa-miR-4539	CUX2	0.694
hsa-miR-4539	PBX1	0.197
hsa-miR-4539	STS	0.121
hsa-miR-4539	PBX3	0.009
hsa-miR-323b-5p	PBX3	0.069
hsa-miR-323b-5p	CUX2	0.182
hsa-miR-323b-5p	STS	0.202
hsa-miR-323b-5p	PBX1	0.03
hsa-miR-323b-5p	PBX2	0.293
hsa-miR-518a-5p	PBX2	0.211
hsa-miR-518a-5p	PBX1	0.246
hsa-miR-518a-5p	CUX2	0.576
hsa-miR-518a-5p	STS	0.382
hsa-miR-518a-5p	PBX3	0.37
hsa-miR-6514-5p	STS	0.223
hsa-miR-3615	CUX2	0.503
hsa-miR-770-5p	STS	0.131
hsa-miR-770-5p	PBX3	0.017
hsa-miR-3621	PBX1	0.797
hsa-miR-3621	STS	0.658
hsa-miR-3621	PBX3	0.468
hsa-miR-3621	PBX2	0.676
hsa-miR-4508	CUX2	1.758
hsa-miR-4508	STS	0.877
hsa-miR-4508	PBX3	0.765
hsa-miR-4508	PBX2	1.986
hsa-miR-4508	PBX1	0.466
hsa-miR-6839-3p	STS	0.01
hsa-miR-6839-3p	PBX1	0.13
hsa-miR-4521	STS	0.214
hsa-miR-4521	PBX1	0.174
hsa-miR-33a-5p	CUX2	0.546
hsa-miR-33a-5p	PBX1	0.22
hsa-miR-33a-5p	STS	0.33
hsa-miR-33a-5p	PBX3	0.479
hsa-miR-33a-5p	PBX2	0.337
hsa-miR-1287-5p	PBX1	0.376
hsa-miR-1287-5p	CUX2	0.646
hsa-miR-1287-5p	STS	0.161
hsa-miR-1287-5p	PBX3	0.041
hsa-miR-1287-5p	PBX2	0.207
hsa-miR-4650-5p	CUX2	0.888
hsa-miR-4650-5p	STS	0.67
hsa-miR-4650-5p	PBX1	0.602
hsa-miR-4650-5p	PBX2	0.827
hsa-miR-154-5p	STS	0.192
hsa-miR-154-5p	PBX1	0.076
hsa-miR-6857-3p	CUX2	0.161
hsa-miR-6857-3p	STS	0.473
hsa-miR-6857-3p	PBX2	0.514
hsa-miR-6857-3p	PBX1	0.294
hsa-miR-6857-3p	PBX3	0.503
hsa-miR-449b-3p	PBX1	0.142
hsa-miR-449b-3p	STS	0.192
hsa-miR-449b-3p	CUX2	0.048
hsa-miR-449b-3p	PBX3	0.033
hsa-miR-449b-3p	PBX2	0.249
hsa-miR-3617-3p	STS	0.19
hsa-miR-3617-3p	CUX2	0.065
hsa-miR-4253	CUX2	1.37
hsa-miR-4253	STS	0.76
hsa-miR-4253	PBX2	0.929
hsa-miR-4253	PBX3	1.357
hsa-miR-4253	PBX1	0.989
hsa-miR-216b-5p	STS	0.219
hsa-miR-216b-5p	PBX1	0.27
hsa-miR-216b-5p	CUX2	0.163
hsa-miR-216b-5p	PBX3	0.205
hsa-miR-216b-5p	PBX2	0.189
hsa-miR-6817-3p	CUX2	0.238
hsa-miR-6817-3p	STS	0.706
hsa-miR-6817-3p	PBX1	0.394
hsa-miR-6817-3p	PBX2	0.488
hsa-miR-6817-3p	PBX3	0.796
hsa-miR-1226-3p	PBX2	0.014
hsa-miR-1226-3p	PBX1	0.159
hsa-miR-1226-3p	STS	0.281
hsa-miR-127-3p	STS	0.459
hsa-miR-127-3p	CUX2	0.274
hsa-miR-5004-3p	PBX1	0.098
hsa-miR-5004-3p	CUX2	0.679
hsa-miR-2681-5p	PBX1	0.144
hsa-miR-2681-5p	CUX2	0.042
hsa-miR-2681-5p	STS	0.074
hsa-miR-2681-5p	PBX3	0.044
hsa-miR-23b-3p	CUX2	0.764
hsa-miR-23b-3p	STS	0.401
hsa-miR-23b-3p	PBX3	0.256
hsa-miR-23b-3p	PBX1	0.249
hsa-miR-23b-3p	PBX2	0.504
hsa-miR-3613-5p	STS	0.348
hsa-miR-3613-5p	CUX2	0.3
hsa-miR-3613-5p	PBX2	0.064
hsa-miR-3613-5p	PBX1	0.246
hsa-miR-3613-5p	PBX3	0.252
hsa-miR-5096	CUX2	0.118
hsa-miR-5096	STS	0.192
hsa-miR-5096	PBX1	0.327
hsa-miR-3614-5p	PBX1	0.184
hsa-miR-3614-5p	CUX2	0.027
hsa-miR-3614-5p	STS	0.119
hsa-miR-3614-5p	PBX3	0.114
hsa-miR-6779-3p	PBX1	0.234
hsa-miR-6779-3p	CUX2	0.366
hsa-miR-6779-3p	STS	0.389
hsa-miR-6779-3p	PBX2	0.642
hsa-miR-6779-3p	PBX3	0.173
hsa-miR-718	PBX2	0.206
hsa-miR-4718	CUX2	0.547
hsa-miR-4718	PBX1	0.363
hsa-miR-4718	STS	0.539
hsa-miR-4718	PBX3	0.327
hsa-miR-4718	PBX2	0.317
hsa-miR-98-3p	PBX3	0.017
hsa-miR-325	CUX2	0.304
hsa-miR-325	PBX1	0.271
hsa-miR-325	STS	0.108
hsa-miR-6795-3p	CUX2	0.309
hsa-miR-6795-3p	PBX2	0.432
hsa-miR-6795-3p	STS	0.607
hsa-miR-6795-3p	PBX3	0.603
hsa-miR-6795-3p	PBX1	0.565
hsa-miR-5195-5p	CUX2	0.055
hsa-miR-6501-5p	PBX1	0.13
hsa-miR-6501-5p	CUX2	0.423
hsa-miR-6501-5p	STS	0.686
hsa-miR-4774-3p	PBX1	0.263
hsa-miR-4774-3p	CUX2	0.392
hsa-miR-4774-3p	STS	0.287
hsa-miR-4774-3p	PBX3	0.312
hsa-miR-4774-3p	PBX2	0.284
hsa-miR-4323	STS	0.676
hsa-miR-4323	PBX3	0.79
hsa-miR-4323	PBX1	0.677
hsa-miR-4323	CUX2	0.957
hsa-miR-4323	PBX2	0.807
hsa-miR-4750-3p	PBX2	0.085
hsa-miR-302a-3p	CUX2	0.132
hsa-miR-302a-3p	PBX1	0.067
hsa-miR-6790-3p	CUX2	0.334
hsa-miR-6790-3p	STS	0.495
hsa-miR-6790-3p	PBX2	0.174
hsa-miR-6790-3p	PBX1	0.282
hsa-miR-6790-3p	PBX3	0.36
hsa-miR-148b-5p	PBX1	0.021
hsa-miR-148b-5p	PBX3	0.081
hsa-miR-148b-5p	CUX2	0.704
hsa-miR-148b-5p	PBX2	0.112
hsa-miR-3129-5p	PBX3	0.158
hsa-miR-3129-5p	PBX2	0.219
hsa-miR-3129-5p	STS	0.212
hsa-miR-3129-5p	PBX1	0.221
hsa-miR-4299	PBX2	0.966
hsa-miR-4299	CUX2	0.128
hsa-miR-4299	STS	0.77
hsa-miR-4299	PBX3	0.835
hsa-miR-4299	PBX1	0.614
hsa-miR-3972	PBX1	0.175
hsa-miR-3972	PBX3	0.026
hsa-miR-1343-5p	PBX2	0.352
hsa-miR-1343-5p	CUX2	0.527
hsa-miR-1343-5p	PBX3	0.112
hsa-miR-1343-5p	PBX1	0.188
hsa-miR-1343-5p	STS	0.239
hsa-miR-3960	PBX2	0.49
hsa-miR-3960	PBX1	0.735
hsa-miR-3960	CUX2	0.863
hsa-miR-3960	STS	0.536
hsa-miR-3960	PBX3	0.114
hsa-miR-4303	PBX1	0.38
hsa-miR-4303	CUX2	0.836
hsa-miR-4303	PBX3	0.555
hsa-miR-4303	PBX2	0.504
hsa-miR-4303	STS	0.682
hsa-miR-3132	PBX1	0.119
hsa-miR-31-5p	CUX2	0.156
hsa-miR-31-5p	STS	0.26
hsa-miR-31-5p	PBX3	0.142
hsa-miR-31-5p	PBX1	0.262
hsa-miR-541-3p	STS	0.36
hsa-miR-541-3p	CUX2	0.445
hsa-miR-541-3p	PBX3	0.223
hsa-miR-541-3p	PBX2	0.348
hsa-miR-541-3p	PBX1	0.307
hsa-miR-518f-3p	PBX3	0.519
hsa-miR-518f-3p	PBX2	0.035
hsa-miR-518f-3p	STS	0.204
hsa-miR-518f-3p	PBX1	0.348
hsa-miR-6825-3p	PBX1	0.202
hsa-miR-126-5p	PBX1	0.006
hsa-miR-6770-3p	PBX3	0.314
hsa-miR-6770-3p	CUX2	0.266
hsa-miR-6770-3p	STS	0.374
hsa-miR-6770-3p	PBX2	0.598
hsa-miR-6770-3p	PBX1	0.448
hsa-miR-4420	STS	0.439
hsa-miR-4420	PBX3	0.277
hsa-miR-4420	PBX2	0.297
hsa-miR-4420	PBX1	0.34
hsa-miR-4420	CUX2	0.39
hsa-miR-1258	CUX2	0.457
hsa-miR-1258	STS	0.441
hsa-miR-1258	PBX3	0.407
hsa-miR-1258	PBX2	0.587
hsa-miR-1258	PBX1	0.436
hsa-miR-488-5p	CUX2	0.128
hsa-miR-488-5p	STS	0.325
hsa-miR-488-5p	PBX2	0.474
hsa-miR-488-5p	PBX1	0.354
hsa-miR-4662b	CUX2	0.231
hsa-miR-4662b	STS	0.177
hsa-miR-4662b	PBX1	0.226
hsa-miR-4662b	PBX3	0.189
hsa-miR-4662b	PBX2	0.05
hsa-miR-6881-3p	STS	0.262
hsa-miR-6881-3p	PBX1	0.275
hsa-miR-6881-3p	CUX2	0.468
hsa-miR-6881-3p	PBX3	0.363
hsa-miR-6881-3p	PBX2	0.331
hsa-miR-3142	STS	0.296
hsa-miR-3142	PBX3	0.003
hsa-miR-6775-3p	STS	0.52
hsa-miR-6775-3p	CUX2	0.27
hsa-miR-6775-3p	PBX1	0.444
hsa-miR-6775-3p	PBX3	0.221
hsa-miR-6775-3p	PBX2	0.688
hsa-miR-6721-5p	PBX3	0.194
hsa-miR-6721-5p	CUX2	0.045
hsa-miR-6721-5p	PBX1	0.228
hsa-miR-6721-5p	STS	0.217
hsa-miR-6721-5p	PBX2	0.239
hsa-miR-6782-3p	STS	0.245
hsa-miR-6782-3p	CUX2	0.07
hsa-miR-6782-3p	PBX1	0.26
hsa-miR-6782-3p	PBX3	0.136
hsa-miR-6782-3p	PBX2	0.08
hsa-miR-7106-5p	PBX3	0.429
hsa-miR-7106-5p	STS	0.724
hsa-miR-7106-5p	PBX1	0.759
hsa-miR-7106-5p	CUX2	0.878
hsa-miR-7106-5p	PBX2	0.49
hsa-miR-139-3p	CUX2	0.36
hsa-miR-139-3p	PBX1	0.074
hsa-miR-139-3p	STS	0.091
hsa-miR-139-3p	PBX3	0.085
hsa-miR-139-3p	PBX2	0.016
hsa-miR-554	PBX1	0.236
hsa-miR-554	STS	0.218
hsa-miR-554	PBX2	0.344
hsa-miR-554	CUX2	0.332
hsa-miR-554	PBX3	0.394
hsa-miR-491-3p	STS	0.218
hsa-miR-491-3p	PBX1	0.199
hsa-miR-491-3p	CUX2	0.44
hsa-miR-491-3p	PBX3	0.251
hsa-miR-4778-3p	CUX2	0.604
hsa-miR-4778-3p	PBX1	0.212
hsa-miR-4659a-5p	STS	0.481
hsa-miR-4659a-5p	PBX1	0.045
hsa-miR-4659a-5p	PBX3	0.034
hsa-miR-4659a-5p	PBX2	0.291
hsa-miR-6882-3p	PBX1	0.105
hsa-miR-6882-3p	CUX2	0.254
hsa-miR-6882-3p	STS	0.141
hsa-miR-6882-3p	PBX3	0.02
hsa-miR-4261	PBX3	1.388
hsa-miR-4261	PBX1	0.997
hsa-miR-4261	CUX2	0.808
hsa-miR-4261	STS	1.449
hsa-miR-4261	PBX2	1.066
hsa-miR-6754-5p	CUX2	0.207
hsa-miR-6754-5p	PBX1	0.248
hsa-miR-6754-5p	STS	0.304
hsa-miR-6754-5p	PBX3	0.159
hsa-miR-6754-5p	PBX2	0.284
hsa-miR-376c-3p	PBX3	0.052
hsa-miR-376c-3p	PBX1	0.248
hsa-miR-376c-3p	CUX2	0.135
hsa-miR-376c-3p	PBX2	0.339
hsa-miR-6826-3p	PBX3	0.171
hsa-miR-6826-3p	PBX1	0.21
hsa-miR-6826-3p	STS	0.244
hsa-miR-6867-3p	STS	0.614
hsa-miR-6867-3p	PBX2	0.594
hsa-miR-6867-3p	PBX1	0.268
hsa-miR-6867-3p	CUX2	0.206
hsa-miR-30b-5p	STS	0.214
hsa-miR-30b-5p	CUX2	0.065
hsa-miR-30b-5p	PBX3	0.097
hsa-miR-5687	STS	0.17
hsa-miR-5687	CUX2	0.368
hsa-miR-5687	PBX2	0.239
hsa-miR-5687	PBX1	0.101
hsa-miR-5687	PBX3	0.106
hsa-miR-9-3p	STS	0.262
hsa-miR-9-3p	PBX1	0.229
hsa-miR-9-3p	PBX3	0.263
hsa-miR-6858-3p	PBX1	0.029
hsa-miR-4697-5p	CUX2	0.022
hsa-miR-4697-5p	PBX3	0.086
hsa-miR-4697-5p	STS	0.381
hsa-miR-4697-5p	PBX2	0.191
hsa-miR-2681-3p	STS	0.058
hsa-miR-2681-3p	CUX2	0.048
hsa-miR-3684	CUX2	1.279
hsa-miR-3684	PBX1	0.406
hsa-miR-3684	STS	0.514
hsa-miR-634	STS	0.316
hsa-miR-634	PBX1	0.028
hsa-miR-208a-5p	CUX2	0.261
hsa-miR-208a-5p	STS	0.447
hsa-miR-567	PBX1	0.146
hsa-miR-3191-3p	CUX2	0.218
hsa-miR-3191-3p	STS	0.107
hsa-miR-3191-3p	PBX1	0.073
hsa-miR-3191-3p	PBX3	0.161
hsa-miR-3191-3p	PBX2	0.12
hsa-miR-4524b-5p	CUX2	0.25
hsa-miR-4524b-5p	PBX2	0.055
hsa-miR-4524b-5p	PBX1	0.059
hsa-miR-4524b-5p	PBX3	0.413
hsa-miR-6726-5p	PBX1	0.236
hsa-miR-6726-5p	CUX2	0.353
hsa-miR-6726-5p	STS	0.236
hsa-miR-6726-5p	PBX3	0.331
hsa-miR-6726-5p	PBX2	0.223
hsa-miR-6797-3p	CUX2	0.122
hsa-miR-6797-3p	STS	0.016
hsa-miR-6797-3p	PBX3	0.083
hsa-miR-6797-3p	PBX1	0.18
hsa-miR-2052	STS	0.515
hsa-miR-2052	PBX3	0.372
hsa-miR-2052	PBX1	0.086
hsa-miR-2052	CUX2	0.307
hsa-miR-2052	PBX2	0.406
hsa-miR-1914-5p	CUX2	0.239
hsa-miR-1914-5p	STS	0.301
hsa-miR-1914-5p	PBX3	0.037
hsa-miR-1914-5p	PBX1	0.315
hsa-miR-330-5p	STS	0.224
hsa-miR-330-5p	PBX1	0.266
hsa-miR-330-5p	CUX2	0.486
hsa-miR-330-5p	PBX3	0.12
hsa-miR-330-5p	PBX2	0.008
hsa-miR-3197	STS	0.286
hsa-miR-3197	PBX1	0.131
hsa-miR-3197	CUX2	0.157
hsa-miR-3197	PBX2	0.245
hsa-miR-139-5p	STS	0.142
hsa-miR-139-5p	PBX1	0.122
hsa-miR-139-5p	CUX2	0.052
hsa-miR-139-5p	PBX3	0.008
hsa-miR-139-5p	PBX2	0.171
hsa-miR-6761-5p	STS	0.341
hsa-miR-6761-5p	PBX2	0.457
hsa-miR-6761-5p	PBX1	0.085
hsa-miR-6761-5p	CUX2	0.113
hsa-miR-6761-5p	PBX3	0.356
hsa-miR-941	PBX3	0.032
hsa-miR-941	STS	0.196
hsa-miR-4795-5p	PBX3	0.177
hsa-miR-4795-5p	STS	0.145
hsa-miR-4795-5p	PBX1	0.322
hsa-miR-4795-5p	CUX2	0.271
hsa-miR-181b-3p	STS	0.321
hsa-miR-181b-3p	PBX3	0.126
hsa-miR-181b-3p	PBX1	0.391
hsa-miR-181b-3p	CUX2	0.303
hsa-miR-181b-3p	PBX2	0.674
hsa-miR-301a-5p	STS	0.166
hsa-miR-301a-5p	CUX2	0.351
hsa-miR-301a-5p	PBX3	0.408
hsa-miR-301a-5p	PBX2	0.291
hsa-miR-301a-5p	PBX1	0.113
hsa-miR-5047	STS	0.207
hsa-miR-5047	PBX1	0.128
hsa-miR-5047	PBX3	0.129
hsa-miR-548ap-3p	CUX2	1.026
hsa-miR-571	STS	0.561
hsa-miR-571	PBX1	0.483
hsa-miR-571	CUX2	0.582
hsa-miR-571	PBX3	0.497
hsa-miR-571	PBX2	0.514
hsa-miR-492	PBX3	0.084
hsa-miR-492	STS	0.294
hsa-miR-492	PBX2	0.098
hsa-miR-492	PBX1	0.155
hsa-miR-6855-3p	CUX2	0.209
hsa-miR-6855-3p	STS	0.269
hsa-miR-6855-3p	PBX2	0.363
hsa-miR-6855-3p	PBX1	0.217
hsa-miR-6855-3p	PBX3	0.335
hsa-miR-340-3p	STS	0.296
hsa-miR-340-3p	CUX2	0.045
hsa-miR-340-3p	PBX1	0.14
hsa-miR-340-3p	PBX3	0.424
hsa-miR-3160-3p	STS	0.343
hsa-miR-3160-3p	PBX2	0.245
hsa-miR-3160-3p	PBX1	0.18
hsa-miR-3160-3p	CUX2	0.143
hsa-miR-3160-3p	PBX3	0.202
hsa-miR-4742-5p	PBX1	0.138
hsa-miR-4742-5p	STS	0.029
hsa-miR-126-3p	STS	0.033
hsa-miR-126-3p	PBX1	0.113
hsa-miR-126-3p	PBX3	0.043
hsa-miR-451a	CUX2	0.116
hsa-miR-451a	PBX1	0.045
hsa-miR-548ag	CUX2	0.095
hsa-miR-548ag	STS	0.736
hsa-miR-548ag	PBX1	0.189
hsa-miR-3194-3p	STS	0.182
hsa-miR-8076	PBX1	0.075
hsa-miR-7151-5p	STS	0.011
hsa-miR-4709-5p	CUX2	0.119
hsa-miR-4709-5p	STS	0.236
hsa-miR-4709-5p	PBX1	0.003
hsa-miR-4709-5p	PBX3	0.512
hsa-miR-2277-5p	PBX2	0.409
hsa-miR-526a	PBX1	0.339
hsa-miR-526a	STS	0.359
hsa-miR-526a	PBX3	0.111
hsa-miR-526a	PBX2	0.11
hsa-miR-6784-5p	PBX3	0.773
hsa-miR-6784-5p	PBX1	0.838
hsa-miR-6784-5p	STS	0.633
hsa-miR-6784-5p	PBX2	0.751
hsa-miR-6784-5p	CUX2	0.621
hsa-miR-4476	CUX2	0.111
hsa-miR-4476	STS	0.29
hsa-miR-4476	PBX1	0.173
hsa-miR-4476	PBX3	0.195
hsa-miR-3125	CUX2	0.515
hsa-miR-3125	STS	0.652
hsa-miR-3125	PBX2	0.644
hsa-miR-3125	PBX1	0.604
hsa-miR-3125	PBX3	0.829
hsa-miR-4498	CUX2	0.44
hsa-miR-4498	PBX3	0.145
hsa-miR-4498	PBX1	0.126
hsa-miR-4498	STS	0.265
hsa-miR-4498	PBX2	0.337
hsa-miR-103a-3p	PBX1	0.125
hsa-miR-103a-3p	STS	0.302
hsa-miR-103a-3p	PBX3	0.271
hsa-miR-4472	STS	0.629
hsa-miR-4472	PBX2	1.238
hsa-miR-4472	CUX2	0.657
hsa-miR-4472	PBX3	0.454
hsa-miR-4472	PBX1	0.674
hsa-let-7i-3p	PBX1	0.285
hsa-let-7i-3p	STS	0.502
hsa-let-7i-3p	PBX3	0.129
hsa-miR-5702	STS	0.396
hsa-miR-5702	PBX2	0.318
hsa-miR-5702	PBX1	0.39
hsa-miR-199b-5p	PBX1	0.102
hsa-miR-199b-5p	PBX3	0.267
hsa-miR-199b-5p	STS	0.117
hsa-miR-199b-5p	PBX2	0.081
hsa-miR-383-3p	STS	0.694
hsa-miR-383-3p	CUX2	0.695
hsa-miR-383-3p	PBX2	0.491
hsa-miR-383-3p	PBX1	0.197
hsa-miR-383-3p	PBX3	0.044
hsa-miR-4696	STS	0.217
hsa-miR-4696	PBX1	0.123
hsa-miR-4696	CUX2	0.124
hsa-miR-8062	STS	0.146
hsa-miR-8062	PBX3	0.193
hsa-miR-8062	PBX1	0.373
hsa-miR-518e-3p	PBX1	0.317
hsa-miR-518e-3p	CUX2	0.284
hsa-miR-518e-3p	PBX3	0.335
hsa-miR-518e-3p	PBX2	0.226
hsa-miR-7114-5p	PBX1	0.376
hsa-miR-7114-5p	CUX2	0.334
hsa-miR-7114-5p	STS	0.262
hsa-miR-7114-5p	PBX3	0.125
hsa-miR-7114-5p	PBX2	0.409
hsa-miR-6821-5p	PBX2	0.107
hsa-miR-6821-5p	PBX1	0.234
hsa-miR-6821-5p	CUX2	0.239
hsa-miR-6821-5p	STS	0.073
hsa-miR-6879-3p	CUX2	0.344
hsa-miR-6879-3p	STS	0.351
hsa-miR-6879-3p	PBX3	0.308
hsa-miR-6879-3p	PBX2	0.461
hsa-miR-6879-3p	PBX1	0.151
hsa-miR-5580-5p	STS	0.519
hsa-miR-5580-5p	CUX2	0.554
hsa-miR-5580-5p	PBX3	0.211
hsa-miR-5580-5p	PBX1	0.379
hsa-miR-8079	CUX2	0.202
hsa-miR-8079	STS	0.396
hsa-miR-8079	PBX3	0.669
hsa-miR-8079	PBX2	0.251
hsa-miR-8079	PBX1	0.3
hsa-miR-527	PBX2	0.211
hsa-miR-527	PBX1	0.246
hsa-miR-527	CUX2	0.576
hsa-miR-527	STS	0.382
hsa-miR-527	PBX3	0.37
hsa-miR-450a-1-3p	PBX1	0.076
hsa-miR-450a-1-3p	STS	0.433
hsa-miR-450a-1-3p	PBX2	0.447
hsa-miR-4499	CUX2	0.528
hsa-miR-4499	STS	0.581
hsa-miR-4499	PBX3	0.587
hsa-miR-4499	PBX2	0.672
hsa-miR-4499	PBX1	0.642
hsa-miR-4781-5p	STS	0.412
hsa-miR-4781-5p	PBX3	0.037
hsa-miR-4781-5p	PBX1	0.179
hsa-miR-4781-5p	CUX2	0.121
hsa-miR-4781-5p	PBX2	0.003
hsa-miR-1321	STS	0.742
hsa-miR-1321	PBX1	0.434
hsa-miR-1321	CUX2	0.422
hsa-miR-1321	PBX3	0.688
hsa-miR-1321	PBX2	0.682
hsa-miR-585-3p	STS	1.133
hsa-miR-585-3p	CUX2	1.278
hsa-miR-585-3p	PBX3	1.028
hsa-miR-585-3p	PBX1	0.518
hsa-miR-585-3p	PBX2	0.064
hsa-miR-4305	STS	0.585
hsa-miR-4305	PBX3	0.57
hsa-miR-4305	PBX2	0.705
hsa-miR-4305	PBX1	0.524
hsa-miR-4305	CUX2	0.64
hsa-miR-2276-5p	STS	0.573
hsa-miR-2276-5p	PBX3	0.166
hsa-miR-2276-5p	PBX1	0.203
hsa-miR-2276-5p	PBX2	0.474
hsa-miR-329-3p	STS	0.061
hsa-miR-329-3p	PBX1	0.297
hsa-miR-329-3p	CUX2	0.047
hsa-miR-224-5p	PBX3	0.043
hsa-miR-224-5p	PBX2	0.316
hsa-miR-224-5p	PBX1	0.424
hsa-miR-6840-3p	CUX2	0.156
hsa-miR-6840-3p	STS	0.207
hsa-miR-6840-3p	PBX2	0.973
hsa-miR-6840-3p	PBX1	0.341
hsa-miR-6840-3p	PBX3	0.022
hsa-miR-6072	STS	0.389
hsa-miR-6072	CUX2	0.487
hsa-miR-6072	PBX2	0.343
hsa-miR-6072	PBX1	0.336
hsa-miR-6079	STS	0.018
hsa-miR-6079	PBX1	0.2
hsa-miR-6079	CUX2	0.12
hsa-miR-6511b-5p	PBX1	0.095
hsa-miR-6511b-5p	STS	0.045
hsa-miR-6511b-5p	PBX2	0.15
hsa-miR-6511b-5p	PBX3	0.197
hsa-miR-548ax	STS	0.149
hsa-miR-548ax	CUX2	0.068
hsa-miR-548ax	PBX3	0.01
hsa-miR-548ax	PBX1	0.004
hsa-miR-144-3p	PBX1	0.348
hsa-miR-144-3p	PBX3	0.796
hsa-miR-144-3p	CUX2	0.643
hsa-miR-144-3p	STS	0.639
hsa-miR-4700-5p	PBX1	0.202
hsa-miR-4700-5p	CUX2	0.107
hsa-miR-4700-5p	PBX3	0.08
hsa-miR-4700-5p	PBX2	0.214
hsa-miR-4442	PBX1	0.853
hsa-miR-4442	PBX2	0.714
hsa-miR-4442	CUX2	0.654
hsa-miR-4442	STS	0.632
hsa-miR-4442	PBX3	0.555
hsa-miR-3945	STS	0.092
hsa-miR-3945	PBX3	0.138
hsa-miR-3945	CUX2	0.036
hsa-miR-4713-5p	STS	0.591
hsa-miR-4713-5p	PBX1	0.371
hsa-miR-4713-5p	CUX2	0.395
hsa-miR-4713-5p	PBX3	0.439
hsa-miR-4713-5p	PBX2	0.526
hsa-miR-520h	CUX2	0.223
